CHROM	POS	HighSI	LowSI	DeltaSI	Gstat	ED	LOD	BBLogBF	NumSNPs	MeanHighDP	MeanLowDP	HighSI_p99	HighSI_p95	HighSI_m_p99	HighSI_m_p95	LowSI_p99	LowSI_p95	LowSI_m_p99	LowSI_m_p95	DeltaSI_p99	DeltaSI_p95	DeltaSI_m_p99	DeltaSI_m_p95	Gstat_p99	Gstat_p95	ED_p99	ED_p95	LOD_p99	LOD_p95	BBLogBF_p99	BBLogBF_p95
Cp4.1LG08	6121052	0.460513	0.663617	-0.203104	9.632426	0.208823	2.123803	1.215974	1130	171	63	0.590643	0.561404	0.397661	0.432749	0.650794	0.619048	0.333333	0.396825	0.172933	0.121137	-0.208020	-0.131997	9.220614	3.951943	0.223893	0.146199	2.026980	0.869088	1.095341	-0.062481
Cp4.1LG08	6221052	0.452351	0.662940	-0.210589	10.157362	0.215322	2.238083	1.331076	1186	171	63	0.590643	0.561404	0.397661	0.432749	0.650794	0.619048	0.333333	0.396825	0.172933	0.121137	-0.208020	-0.131997	9.220614	3.951943	0.223893	0.146199	2.026980	0.869088	1.095341	-0.062481
Cp4.1LG08	6321052	0.444311	0.661414	-0.217103	10.648338	0.221150	2.344805	1.438534	1199	173	63	0.589595	0.560694	0.404624	0.439306	0.666667	0.603175	0.333333	0.396825	0.189834	0.122030	-0.176806	-0.120562	6.880354	3.709942	0.192679	0.142215	1.518673	0.814345	0.586341	-0.117884
Cp4.1LG08	6421052	0.437271	0.659155	-0.221884	11.044716	0.225562	2.430716	1.525053	1177	172	61	0.593023	0.563953	0.406977	0.441860	0.655738	0.606557	0.327869	0.393443	0.167366	0.123999	-0.196436	-0.120282	7.161590	3.574923	0.199580	0.141441	1.569778	0.787257	0.642952	-0.139558
Cp4.1LG08	6521052	0.431733	0.656672	-0.224939	11.322138	0.228497	2.490680	1.585604	1073	172	61	0.593023	0.563953	0.406977	0.441860	0.655738	0.606557	0.327869	0.393443	0.167366	0.123999	-0.196436	-0.120282	7.161590	3.574923	0.199580	0.141441	1.569778	0.787257	0.642952	-0.139558
Cp4.1LG08	6621052	0.427450	0.654590	-0.227140	11.521869	0.230763	2.533943	1.629550	1031	173	61	0.595376	0.560694	0.404624	0.439306	0.672131	0.606557	0.360656	0.409836	0.192267	0.116176	-0.181750	-0.117218	7.261491	3.529228	0.200986	0.140244	1.594321	0.773369	0.667152	-0.153747
Cp4.1LG08	6721052	0.423656	0.652911	-0.229255	11.698211	0.233060	2.572372	1.668760	957	173	61	0.595376	0.560694	0.404624	0.439306	0.672131	0.606557	0.360656	0.409836	0.192267	0.116176	-0.181750	-0.117218	7.261491	3.529228	0.200986	0.140244	1.594321	0.773369	0.667152	-0.153747
Cp4.1LG08	6821052	0.419505	0.651400	-0.231894	11.914355	0.235892	2.619630	1.716643	944	173	61	0.595376	0.560694	0.404624	0.439306	0.672131	0.606557	0.360656	0.409836	0.192267	0.116176	-0.181750	-0.117218	7.261491	3.529228	0.200986	0.140244	1.594321	0.773369	0.667152	-0.153747
Cp4.1LG08	6921052	0.414525	0.649944	-0.235418	12.217387	0.239554	2.685929	1.783203	925	171	60	0.602339	0.567251	0.403509	0.438596	0.666667	0.616667	0.350000	0.400000	0.188012	0.127193	-0.183918	-0.126316	6.851670	3.872081	0.196491	0.147953	1.501157	0.855765	0.577291	-0.068129
Cp4.1LG08	7021052	0.408514	0.648769	-0.240255	12.662664	0.244518	2.783425	1.880676	1015	164	59	0.597561	0.567073	0.408537	0.439024	0.661017	0.610169	0.338983	0.389831	0.188095	0.125051	-0.167115	-0.125051	6.109167	3.948309	0.188095	0.150785	1.343866	0.864919	0.425004	-0.053961
Cp4.1LG08	7121052	0.401336	0.648795	-0.247459	13.365940	0.251939	2.937683	2.034919	1118	165	60	0.600000	0.557576	0.400000	0.436364	0.650000	0.600000	0.350000	0.400000	0.193939	0.116666	-0.192425	-0.128788	6.992368	3.555537	0.198485	0.142424	1.546908	0.778839	0.624951	-0.142962
Cp4.1LG08	7221052	0.392859	0.650630	-0.257771	14.388687	0.262542	3.162259	2.259812	1205	161	59	0.596273	0.559006	0.391304	0.434783	0.661017	0.610169	0.338983	0.389831	0.186125	0.119486	-0.194020	-0.128540	6.670514	3.653176	0.196863	0.145489	1.469397	0.802928	0.551572	-0.114829
Cp4.1LG08	7321052	0.384233	0.654451	-0.270218	15.610361	0.275224	3.430699	2.529065	1220	160	59	0.606250	0.575000	0.406250	0.437500	0.677966	0.610169	0.338983	0.406780	0.189619	0.126271	-0.192267	-0.121822	6.583954	3.714455	0.195869	0.146822	1.447626	0.812346	0.530186	-0.105029
Cp4.1LG08	7421052	0.376699	0.659533	-0.282835	16.825502	0.287964	3.697850	2.797325	1161	162	59	0.598765	0.561728	0.395062	0.438272	0.661017	0.610169	0.338983	0.389831	0.208934	0.127223	-0.182675	-0.114773	8.210131	3.533805	0.218142	0.142498	1.805658	0.783905	0.887470	-0.134198
Cp4.1LG08	7521052	0.370833	0.664899	-0.294067	17.879959	0.299225	3.929813	3.030542	1155	161	59	0.596273	0.559006	0.391304	0.434783	0.661017	0.610169	0.338983	0.389831	0.186125	0.119486	-0.194020	-0.128540	6.670514	3.653176	0.196863	0.145489	1.469397	0.802928	0.551572	-0.114829
Cp4.1LG08	7621052	0.366671	0.669860	-0.303189	18.704967	0.308287	4.111449	3.213515	1138	162	59	0.598765	0.561728	0.395062	0.438272	0.661017	0.610169	0.338983	0.389831	0.208934	0.127223	-0.182675	-0.114773	8.210131	3.533805	0.218142	0.142498	1.805658	0.783905	0.887470	-0.134198
Cp4.1LG08	7721052	0.363492	0.674261	-0.310769	19.371939	0.315717	4.258400	3.361800	1102	157	59	0.611465	0.566879	0.394904	0.433121	0.677966	0.610169	0.338983	0.389831	0.204685	0.121991	-0.198208	-0.126093	8.285125	3.815434	0.219367	0.149519	1.828877	0.851966	0.912458	-0.064485
Cp4.1LG08	7821052	0.360294	0.678666	-0.318372	20.048457	0.323048	4.407471	3.512183	1240	157	59	0.611465	0.566879	0.394904	0.433121	0.677966	0.610169	0.338983	0.389831	0.204685	0.121991	-0.198208	-0.126093	8.285125	3.815434	0.219367	0.149519	1.828877	0.851966	0.912458	-0.064485
Cp4.1LG08	7921052	0.356822	0.683681	-0.326859	20.846344	0.331111	4.583304	3.689130	1271	157	59	0.611465	0.566879	0.394904	0.433121	0.677966	0.610169	0.338983	0.389831	0.204685	0.121991	-0.198208	-0.126093	8.285125	3.815434	0.219367	0.149519	1.828877	0.851966	0.912458	-0.064485
Cp4.1LG08	8021052	0.353469	0.689096	-0.335627	21.736229	0.339312	4.779476	3.885767	1259	159	59	0.591195	0.566038	0.389937	0.440252	0.661017	0.610169	0.338983	0.389831	0.174289	0.123441	-0.195608	-0.123441	7.015246	3.674126	0.201898	0.146679	1.547819	0.807533	0.630693	-0.109497
Cp4.1LG08	8121052	0.350939	0.693851	-0.342912	22.532132	0.345998	4.954953	4.060921	1187	160	59	0.606250	0.575000	0.406250	0.437500	0.677966	0.610169	0.338983	0.406780	0.189619	0.126271	-0.192267	-0.121822	6.583954	3.714455	0.195869	0.146822	1.447626	0.812346	0.530186	-0.105029
Cp4.1LG08	8221052	0.349549	0.697642	-0.348093	23.144939	0.350675	5.090083	4.195252	1154	157	59	0.611465	0.566879	0.394904	0.433121	0.677966	0.610169	0.338983	0.389831	0.204685	0.121991	-0.198208	-0.126093	8.285125	3.815434	0.219367	0.149519	1.828877	0.851966	0.912458	-0.064485
Cp4.1LG08	8321052	0.349266	0.700689	-0.351423	23.572724	0.353635	5.184530	4.288930	1148	156	58	0.602564	0.570513	0.397436	0.435897	0.672414	0.603448	0.344828	0.396552	0.189213	0.120248	-0.196065	-0.128647	7.090112	3.991145	0.204465	0.152741	1.566539	0.867853	0.653180	-0.045363
Cp4.1LG08	8421052	0.350082	0.702975	-0.352892	23.800647	0.354826	5.235113	4.338909	1122	157	59	0.611465	0.566879	0.394904	0.433121	0.677966	0.610169	0.338983	0.389831	0.204685	0.121991	-0.198208	-0.126093	8.285125	3.815434	0.219367	0.149519	1.828877	0.851966	0.912458	-0.064485
Cp4.1LG08	8521052	0.351594	0.704563	-0.352968	23.870911	0.354598	5.251094	4.354349	1101	157	59	0.611465	0.566879	0.394904	0.433121	0.677966	0.610169	0.338983	0.389831	0.204685	0.121991	-0.198208	-0.126093	8.285125	3.815434	0.219367	0.149519	1.828877	0.851966	0.912458	-0.064485
Cp4.1LG08	8621052	0.353341	0.705464	-0.352124	23.841544	0.353414	5.245195	4.347899	1170	157	59	0.611465	0.566879	0.394904	0.433121	0.677966	0.610169	0.338983	0.389831	0.204685	0.121991	-0.198208	-0.126093	8.285125	3.815434	0.219367	0.149519	1.828877	0.851966	0.912458	-0.064485
Cp4.1LG08	8721052	0.355083	0.704728	-0.349645	23.658114	0.350625	5.205395	4.307515	1185	159	59	0.591195	0.566038	0.389937	0.440252	0.661017	0.610169	0.338983	0.389831	0.174289	0.123441	-0.195608	-0.123441	7.015246	3.674126	0.201898	0.146679	1.547819	0.807533	0.630693	-0.109497
Cp4.1LG08	8821052	0.356768	0.700551	-0.343782	23.167061	0.344631	5.097770	4.199167	1147	159	59	0.591195	0.566038	0.389937	0.440252	0.661017	0.610169	0.338983	0.389831	0.174289	0.123441	-0.195608	-0.123441	7.015246	3.674126	0.201898	0.146679	1.547819	0.807533	0.630693	-0.109497
Cp4.1LG08	8921052	0.358164	0.692801	-0.334637	22.369184	0.335615	4.922345	4.022907	1086	158	59	0.588608	0.563291	0.386076	0.430380	0.661017	0.610169	0.338983	0.389831	0.188157	0.124651	-0.211650	-0.129371	8.348453	4.180551	0.219802	0.156511	1.826931	0.918092	0.910250	0.001429
Cp4.1LG08	9021052	0.359368	0.683024	-0.323656	21.371864	0.324904	4.702723	3.802440	948	162	59	0.598765	0.561728	0.395062	0.438272	0.661017	0.610169	0.338983	0.389831	0.208934	0.127223	-0.182675	-0.114773	8.210131	3.533805	0.218142	0.142498	1.805658	0.783905	0.887470	-0.134198
Cp4.1LG08	9121052	0.361210	0.672899	-0.311689	20.252883	0.313238	4.456207	3.555103	846	160	59	0.606250	0.575000	0.406250	0.437500	0.677966	0.610169	0.338983	0.406780	0.189619	0.126271	-0.192267	-0.121822	6.583954	3.714455	0.195869	0.146822	1.447626	0.812346	0.530186	-0.105029
Cp4.1LG08	9221052	0.364077	0.662406	-0.298329	18.971044	0.300280	4.173904	3.272129	717	163	59	0.595092	0.564417	0.392638	0.435583	0.677966	0.610169	0.338983	0.389831	0.179266	0.122283	-0.202350	-0.128418	7.730659	3.495858	0.205886	0.142144	1.723284	0.764639	0.804482	-0.153809
Cp4.1LG08	9321052	0.368095	0.650426	-0.282331	17.404895	0.284873	3.829131	2.926907	696	164	59	0.597561	0.567073	0.408537	0.439024	0.661017	0.610169	0.338983	0.389831	0.188095	0.125051	-0.167115	-0.125051	6.109167	3.948309	0.188095	0.150785	1.343866	0.864919	0.425004	-0.053961
Cp4.1LG08	9421052	0.373539	0.635887	-0.262348	15.420000	0.265728	3.392258	2.489829	673	166	59	0.590361	0.560241	0.397590	0.433735	0.661017	0.610169	0.338983	0.389831	0.180213	0.118440	-0.198285	-0.122217	7.617127	3.648767	0.209210	0.145191	1.679333	0.806172	0.759726	-0.113373
Cp4.1LG08	9521052	0.380331	0.618626	-0.238296	13.015541	0.242794	2.863057	1.960732	658	168	59	0.601190	0.565476	0.404762	0.434524	0.677966	0.610169	0.338983	0.389831	0.187550	0.126211	-0.201776	-0.122982	7.173402	3.995856	0.202684	0.151836	1.588519	0.879807	0.668187	-0.040394
Cp4.1LG08	9621052	0.387423	0.600838	-0.213415	10.542754	0.219225	2.318794	1.416857	607	167	59	0.598802	0.562874	0.407186	0.437126	0.644068	0.610169	0.338983	0.406780	0.191007	0.124125	-0.186034	-0.124125	6.939499	3.801065	0.198924	0.148077	1.534509	0.839490	0.614531	-0.080394
Cp4.1LG08	9721052	0.392536	0.586929	-0.194393	8.706087	0.201451	1.914490	1.012912	551	168	60	0.607143	0.565476	0.398810	0.440476	0.666667	0.616667	0.333333	0.383333	0.179762	0.128572	-0.220238	-0.129762	8.583634	3.971393	0.220238	0.150000	1.891504	0.877041	0.968546	-0.045909
Cp4.1LG08	9821052	0.394349	0.579494	-0.185145	7.906231	0.193189	1.738202	0.836641	356	172	60	0.598837	0.563953	0.401163	0.436047	0.666667	0.600000	0.333333	0.400000	0.192248	0.110853	-0.213179	-0.124031	8.128272	3.458146	0.213953	0.139923	1.788593	0.763058	0.864338	-0.161141
Cp4.1LG08	9921052	0.394791	0.574257	-0.179466	7.495361	0.188511	1.647191	0.745385	261	173	60	0.601156	0.566474	0.398844	0.439306	0.650000	0.616667	0.333333	0.400000	0.190269	0.119557	-0.196050	-0.129384	7.209942	3.868974	0.201156	0.147110	1.579141	0.856375	0.654624	-0.068169
Cp4.1LG08	10021052	0.395260	0.569531	-0.174271	7.199417	0.184632	1.581264	0.678827	255	169	59	0.603550	0.562130	0.402367	0.437870	0.661017	0.610169	0.338983	0.389831	0.226356	0.121452	-0.206198	-0.133286	10.108694	4.083518	0.240096	0.152944	2.227325	0.903660	1.306672	-0.016919
Cp4.1LG09	11080	0.524745	0.433326	0.091419	3.399792	0.118474	0.749753	-0.150490	1041	166	60	0.602410	0.566265	0.409639	0.439759	0.683333	0.616667	0.333333	0.400000	0.186145	0.122691	-0.213855	-0.128715	8.937528	3.770916	0.222691	0.146787	1.980250	0.831446	1.057857	-0.090744
Cp4.1LG09	111080	0.523250	0.432503	0.090747	3.419439	0.118403	0.753872	-0.147064	1100	165	60	0.600000	0.557576	0.400000	0.436364	0.650000	0.600000	0.350000	0.400000	0.193939	0.116666	-0.192425	-0.128788	6.992368	3.555537	0.198485	0.142424	1.546908	0.778839	0.624951	-0.142962
Cp4.1LG09	211080	0.520982	0.431749	0.089233	3.418805	0.117852	0.753524	-0.148090	1168	164	60	0.603659	0.560976	0.396341	0.439024	0.700000	0.616667	0.333333	0.383333	0.198780	0.132113	-0.204878	-0.129268	9.510708	4.021826	0.232113	0.151626	2.097780	0.887208	1.176168	-0.034245
Cp4.1LG09	311080	0.518526	0.431471	0.087055	3.396229	0.116866	0.748376	-0.153743	1183	164	60	0.603659	0.560976	0.396341	0.439024	0.700000	0.616667	0.333333	0.383333	0.198780	0.132113	-0.204878	-0.129268	9.510708	4.021826	0.232113	0.151626	2.097780	0.887208	1.176168	-0.034245
Cp4.1LG09	411080	0.516312	0.431720	0.084592	3.360011	0.115685	0.740259	-0.162133	1257	168	60	0.607143	0.565476	0.398810	0.440476	0.666667	0.616667	0.333333	0.383333	0.179762	0.128572	-0.220238	-0.129762	8.583634	3.971393	0.220238	0.150000	1.891504	0.877041	0.968546	-0.045909
Cp4.1LG09	511080	0.514395	0.432591	0.081804	3.313727	0.114420	0.729950	-0.172533	1416	165	60	0.600000	0.557576	0.400000	0.436364	0.650000	0.600000	0.350000	0.400000	0.193939	0.116666	-0.192425	-0.128788	6.992368	3.555537	0.198485	0.142424	1.546908	0.778839	0.624951	-0.142962
Cp4.1LG09	611080	0.512607	0.434580	0.078027	3.250567	0.112901	0.715952	-0.186500	1585	164	60	0.603659	0.560976	0.396341	0.439024	0.700000	0.616667	0.333333	0.383333	0.198780	0.132113	-0.204878	-0.129268	9.510708	4.021826	0.232113	0.151626	2.097780	0.887208	1.176168	-0.034245
Cp4.1LG09	711080	0.510774	0.438346	0.072429	3.165213	0.110964	0.697137	-0.205153	1713	164	60	0.603659	0.560976	0.396341	0.439024	0.700000	0.616667	0.333333	0.383333	0.198780	0.132113	-0.204878	-0.129268	9.510708	4.021826	0.232113	0.151626	2.097780	0.887208	1.176168	-0.034245
Cp4.1LG09	811080	0.508963	0.444331	0.064633	3.064838	0.108667	0.675162	-0.226872	1740	165	60	0.600000	0.557576	0.400000	0.436364	0.650000	0.600000	0.350000	0.400000	0.193939	0.116666	-0.192425	-0.128788	6.992368	3.555537	0.198485	0.142424	1.546908	0.778839	0.624951	-0.142962
Cp4.1LG09	911080	0.507254	0.451865	0.055389	2.958561	0.106173	0.652000	-0.249781	1822	165	60	0.600000	0.557576	0.400000	0.436364	0.650000	0.600000	0.350000	0.400000	0.193939	0.116666	-0.192425	-0.128788	6.992368	3.555537	0.198485	0.142424	1.546908	0.778839	0.624951	-0.142962
Cp4.1LG09	1011080	0.505933	0.459974	0.045959	2.854128	0.103697	0.629281	-0.272346	1908	165	60	0.600000	0.557576	0.400000	0.436364	0.650000	0.600000	0.350000	0.400000	0.193939	0.116666	-0.192425	-0.128788	6.992368	3.555537	0.198485	0.142424	1.546908	0.778839	0.624951	-0.142962
Cp4.1LG09	1111080	0.505460	0.467970	0.037489	2.757977	0.101459	0.608359	-0.293189	1853	166	60	0.602410	0.566265	0.409639	0.439759	0.683333	0.616667	0.333333	0.400000	0.186145	0.122691	-0.213855	-0.128715	8.937528	3.770916	0.222691	0.146787	1.980250	0.831446	1.057857	-0.090744
Cp4.1LG09	1211080	0.505978	0.475321	0.030656	2.673247	0.099598	0.589918	-0.311464	1821	166	60	0.602410	0.566265	0.409639	0.439759	0.683333	0.616667	0.333333	0.400000	0.186145	0.122691	-0.213855	-0.128715	8.937528	3.770916	0.222691	0.146787	1.980250	0.831446	1.057857	-0.090744
Cp4.1LG09	1311080	0.507270	0.481930	0.025339	2.595803	0.098082	0.573047	-0.327989	1686	164	60	0.603659	0.560976	0.396341	0.439024	0.700000	0.616667	0.333333	0.383333	0.198780	0.132113	-0.204878	-0.129268	9.510708	4.021826	0.232113	0.151626	2.097780	0.887208	1.176168	-0.034245
Cp4.1LG09	1411080	0.509106	0.488130	0.020976	2.522017	0.096823	0.556947	-0.343609	1579	167	60	0.616766	0.574850	0.389222	0.437126	0.666667	0.600000	0.366667	0.400000	0.196207	0.119661	-0.199601	-0.114970	7.407530	3.615129	0.204790	0.143613	1.622493	0.797386	0.699964	-0.125147
Cp4.1LG09	1511080	0.511319	0.493905	0.017414	2.453691	0.095739	0.542030	-0.358169	1563	170	60	0.594118	0.564706	0.394118	0.435294	0.666667	0.616667	0.333333	0.383333	0.201961	0.128432	-0.175491	-0.125491	7.645128	3.758095	0.206862	0.146079	1.689799	0.828630	0.766140	-0.094913
Cp4.1LG09	1611080	0.513724	0.498718	0.015006	2.400430	0.094928	0.530422	-0.369723	1472	171	60	0.602339	0.567251	0.403509	0.438596	0.666667	0.616667	0.350000	0.400000	0.188012	0.127193	-0.183918	-0.126316	6.851670	3.872081	0.196491	0.147953	1.501157	0.855765	0.577291	-0.068129
Cp4.1LG09	1711080	0.515977	0.502292	0.013686	2.367081	0.094428	0.523190	-0.377257	1398	169	60	0.603550	0.562130	0.408284	0.437870	0.666667	0.600000	0.333333	0.400000	0.190631	0.124457	-0.182544	-0.123964	6.632911	3.794119	0.193294	0.146549	1.465069	0.830320	0.541778	-0.092849
Cp4.1LG09	1811080	0.517502	0.504035	0.013467	2.357718	0.094312	0.521178	-0.379888	1431	170	60	0.594118	0.564706	0.394118	0.435294	0.666667	0.616667	0.333333	0.383333	0.201961	0.128432	-0.175491	-0.125491	7.645128	3.758095	0.206862	0.146079	1.689799	0.828630	0.766140	-0.094913
Cp4.1LG09	1911080	0.517905	0.503765	0.014140	2.369528	0.094538	0.523712	-0.378167	1345	168	59	0.601190	0.565476	0.404762	0.434524	0.677966	0.610169	0.338983	0.389831	0.187550	0.126211	-0.201776	-0.122982	7.173402	3.995856	0.202684	0.151836	1.588519	0.879807	0.668187	-0.040394
Cp4.1LG09	2011080	0.517390	0.502117	0.015273	2.393094	0.094960	0.528689	-0.374019	1264	169	59	0.603550	0.562130	0.402367	0.437870	0.661017	0.610169	0.338983	0.389831	0.226356	0.121452	-0.206198	-0.133286	10.108694	4.083518	0.240096	0.152944	2.227325	0.903660	1.306672	-0.016919
Cp4.1LG09	2111080	0.516153	0.499759	0.016394	2.427707	0.095642	0.535920	-0.367498	1320	168	59	0.601190	0.565476	0.404762	0.434524	0.677966	0.610169	0.338983	0.389831	0.187550	0.126211	-0.201776	-0.122982	7.173402	3.995856	0.202684	0.151836	1.588519	0.879807	0.668187	-0.040394
Cp4.1LG09	2211080	0.513443	0.497095	0.016348	2.492677	0.096864	0.549633	-0.354181	1339	167	59	0.598802	0.562874	0.407186	0.437126	0.644068	0.610169	0.338983	0.406780	0.191007	0.124125	-0.186034	-0.124125	6.939499	3.801065	0.198924	0.148077	1.534509	0.839490	0.614531	-0.080394
Cp4.1LG09	2311080	0.507947	0.494764	0.013183	2.594611	0.098626	0.571341	-0.332221	1430	167	59	0.598802	0.562874	0.407186	0.437126	0.644068	0.610169	0.338983	0.406780	0.191007	0.124125	-0.186034	-0.124125	6.939499	3.801065	0.198924	0.148077	1.534509	0.839490	0.614531	-0.080394
Cp4.1LG09	2411080	0.499130	0.493677	0.005453	2.704232	0.100347	0.594803	-0.307629	1452	161	58	0.608696	0.565217	0.385093	0.434783	0.672414	0.603448	0.344828	0.396552	0.174877	0.117584	-0.205183	-0.127972	6.868386	3.497598	0.200364	0.143821	1.518032	0.770232	0.602848	-0.144842
Cp4.1LG09	2511080	0.488464	0.494514	-0.006050	2.800511	0.101841	0.615600	-0.284993	1299	164	59	0.597561	0.567073	0.408537	0.439024	0.661017	0.610169	0.338983	0.389831	0.188095	0.125051	-0.167115	-0.125051	6.109167	3.948309	0.188095	0.150785	1.343866	0.864919	0.425004	-0.053961
Cp4.1LG09	2611080	0.478223	0.496765	-0.018542	2.882958	0.103335	0.633636	-0.264833	1246	163	58	0.607362	0.564417	0.404908	0.441718	0.689655	0.603448	0.344828	0.396552	0.203512	0.124603	-0.207319	-0.134546	7.951870	4.259738	0.215782	0.157077	1.744930	0.932770	0.829120	0.017016
Cp4.1LG09	2711080	0.469339	0.498952	-0.029613	2.944956	0.104736	0.647275	-0.249127	1155	162	58	0.598765	0.567901	0.395062	0.432099	0.672414	0.620690	0.327586	0.396552	0.192209	0.121967	-0.195828	-0.133036	7.135120	3.800347	0.204555	0.148999	1.573051	0.843296	0.657545	-0.072203
Cp4.1LG09	2811080	0.462448	0.500487	-0.038039	2.986388	0.105943	0.656449	-0.238157	1178	161	58	0.608696	0.565217	0.385093	0.434783	0.672414	0.603448	0.344828	0.396552	0.174877	0.117584	-0.205183	-0.127972	6.868386	3.497598	0.200364	0.143821	1.518032	0.770232	0.602848	-0.144842
Cp4.1LG09	2911080	0.457847	0.501427	-0.043580	3.011157	0.106881	0.662074	-0.231087	1188	160	58	0.612500	0.562500	0.400000	0.437500	0.672414	0.620690	0.344828	0.413793	0.198707	0.109698	-0.189440	-0.128448	7.819204	3.784205	0.212716	0.148922	1.707354	0.838804	0.792641	-0.075888
Cp4.1LG09	3011080	0.455167	0.501532	-0.046366	3.020746	0.107475	0.664481	-0.227523	1300	159	59	0.591195	0.566038	0.389937	0.440252	0.661017	0.610169	0.338983	0.389831	0.174289	0.123441	-0.195608	-0.123441	7.015246	3.674126	0.201898	0.146679	1.547819	0.807533	0.630693	-0.109497
Cp4.1LG09	3111080	0.454944	0.500111	-0.045167	3.023547	0.107738	0.665553	-0.225898	1445	160	59	0.606250	0.575000	0.406250	0.437500	0.677966	0.610169	0.338983	0.406780	0.189619	0.126271	-0.192267	-0.121822	6.583954	3.714455	0.195869	0.146822	1.447626	0.812346	0.530186	-0.105029
Cp4.1LG09	3211080	0.457700	0.496853	-0.039153	3.020206	0.107628	0.665329	-0.226485	1503	160	59	0.606250	0.575000	0.406250	0.437500	0.677966	0.610169	0.338983	0.406780	0.189619	0.126271	-0.192267	-0.121822	6.583954	3.714455	0.195869	0.146822	1.447626	0.812346	0.530186	-0.105029
Cp4.1LG09	3311080	0.462845	0.492124	-0.029279	3.008432	0.107180	0.663170	-0.229843	1649	161	59	0.596273	0.559006	0.391304	0.434783	0.661017	0.610169	0.338983	0.389831	0.186125	0.119486	-0.194020	-0.128540	6.670514	3.653176	0.196863	0.145489	1.469397	0.802928	0.551572	-0.114829
Cp4.1LG09	3411080	0.469632	0.486618	-0.016986	2.998478	0.106754	0.661290	-0.233463	1720	160	60	0.593750	0.562500	0.406250	0.431250	0.666667	0.600000	0.316667	0.400000	0.193750	0.116667	-0.197917	-0.122917	7.630273	3.536949	0.208333	0.141667	1.686487	0.786683	0.766321	-0.133442
Cp4.1LG09	3511080	0.477245	0.480961	-0.003716	3.100967	0.106722	0.683921	-0.213056	1878	163	65	0.588957	0.564417	0.411043	0.441718	0.661538	0.600000	0.338462	0.400000	0.179802	0.118452	-0.213780	-0.127513	8.121378	3.769770	0.207645	0.142897	1.794604	0.827230	0.860910	-0.106312
Cp4.1LG09	3611080	0.484613	0.475195	0.009418	3.819263	0.107781	0.840938	-0.059923	2050	163	65	0.588957	0.564417	0.411043	0.441718	0.661538	0.600000	0.338462	0.400000	0.179802	0.118452	-0.213780	-0.127513	8.121378	3.769770	0.207645	0.142897	1.794604	0.827230	0.860910	-0.106312
Cp4.1LG09	3711080	0.491710	0.469513	0.022197	5.121807	0.110060	1.125464	0.219319	2134	163	65	0.588957	0.564417	0.411043	0.441718	0.661538	0.600000	0.338462	0.400000	0.179802	0.118452	-0.213780	-0.127513	8.121378	3.769770	0.207645	0.142897	1.794604	0.827230	0.860910	-0.106312
Cp4.1LG09	3811080	0.498789	0.464541	0.034248	6.594950	0.112906	1.447261	0.535666	2268	165	65	0.612121	0.563636	0.400000	0.436364	0.646154	0.600000	0.353846	0.400000	0.165035	0.108625	-0.194405	-0.126807	7.023328	3.596541	0.194405	0.139394	1.543635	0.791050	0.609295	-0.143250
Cp4.1LG09	3911080	0.505716	0.461033	0.044683	7.854856	0.115493	1.722521	0.806181	2423	165	65	0.612121	0.563636	0.400000	0.436364	0.646154	0.600000	0.353846	0.400000	0.165035	0.108625	-0.194405	-0.126807	7.023328	3.596541	0.194405	0.139394	1.543635	0.791050	0.609295	-0.143250
Cp4.1LG09	4011080	0.512271	0.459516	0.052755	8.698078	0.117342	1.906778	0.986813	2483	166	65	0.596386	0.560241	0.409639	0.439759	0.661538	0.600000	0.338462	0.400000	0.182299	0.113438	-0.203707	-0.112048	8.125068	3.676546	0.206395	0.140130	1.779170	0.813898	0.844487	-0.120823
Cp4.1LG09	4111080	0.518069	0.460048	0.058021	9.107994	0.118346	1.996354	1.074003	2489	170	67	0.594118	0.564706	0.405882	0.435294	0.641791	0.597015	0.328358	0.402985	0.185690	0.125022	-0.191572	-0.120984	8.394467	3.795543	0.209219	0.140914	1.842074	0.831830	0.901240	-0.108954
Cp4.1LG09	4211080	0.522779	0.462184	0.060595	9.194366	0.118642	2.015216	1.091281	2449	172	67	0.598837	0.563953	0.406977	0.441860	0.641791	0.597015	0.343284	0.402985	0.176675	0.114457	-0.188303	-0.111940	7.546736	3.441456	0.195679	0.133634	1.670257	0.752111	0.728592	-0.189370
Cp4.1LG09	4311080	0.526437	0.465425	0.061012	9.123235	0.118546	1.999696	1.074263	2443	173	68	0.595376	0.572254	0.387283	0.433526	0.661765	0.602941	0.338235	0.397059	0.189391	0.119518	-0.187266	-0.127423	8.370199	4.150993	0.207242	0.146294	1.835123	0.912264	0.890945	-0.031889
Cp4.1LG09	4411080	0.529160	0.469349	0.059811	9.035993	0.118310	1.980753	1.053631	2487	176	68	0.590909	0.562500	0.403409	0.443182	0.661765	0.602941	0.338235	0.397059	0.190508	0.126671	-0.204880	-0.120989	8.292961	4.432538	0.204880	0.150735	1.828513	0.971958	0.883217	0.026774
Cp4.1LG09	4511080	0.530955	0.473900	0.057055	8.993184	0.117943	1.971608	1.042507	2595	178	68	0.589888	0.561798	0.404494	0.438202	0.661765	0.617647	0.352941	0.397059	0.164739	0.117647	-0.198447	-0.128388	7.743247	4.078807	0.198447	0.144415	1.695859	0.894758	0.749976	-0.051103
