CHROM	START	STOP	PEAK
Cp4.1LG14	2809344	2809852	4.08612
Cp4.1LG14	2810417	2811051	6.97456
Cp4.1LG14	2811514	2812052	4.46365
Cp4.1LG14	2813665	2814858	4.91337
Cp4.1LG14	2821256	2822774	4.14474
Cp4.1LG14	2822946	2824800	3.80611
Cp4.1LG14	2822946	2824800	3.31616
Cp4.1LG14	2860330	2860797	7.46611
Cp4.1LG14	2876679	2876865	3.01130
Cp4.1LG14	2877977	2878205	3.82773
Cp4.1LG14	2877977	2878205	4.14779
Cp4.1LG14	2878205	2878927	5.78137
Cp4.1LG14	2883593	2883737	3.25557
Cp4.1LG14	2883835	2884081	3.38646
Cp4.1LG14	2890758	2891134	6.39892
Cp4.1LG14	2897421	2897602	3.24988
Cp4.1LG14	2937617	2937823	3.23077
Cp4.1LG14	2956372	2957535	3.82902
Cp4.1LG14	2989321	2991252	5.37692
Cp4.1LG14	3000800	3001179	4.61576
Cp4.1LG14	3005726	3006005	3.56820
Cp4.1LG14	3033097	3033801	3.45937
Cp4.1LG14	3035675	3036128	3.87299
Cp4.1LG14	3038953	3039826	3.37238
Cp4.1LG14	3039826	3041023	3.02150
Cp4.1LG14	3041398	3041744	5.15400
Cp4.1LG14	3048467	3048695	4.44924
Cp4.1LG14	3110001	3110914	3.69912
Cp4.1LG14	3131107	3131482	3.96287
Cp4.1LG14	3131107	3131482	4.02495
Cp4.1LG14	3152235	3154143	3.22387
Cp4.1LG14	3163984	3164627	3.52784
Cp4.1LG14	3178957	3179725	3.70008
Cp4.1LG14	3183546	3184665	3.44249
Cp4.1LG14	3205931	3206355	4.72787
Cp4.1LG14	3205931	3206355	5.12413
Cp4.1LG14	3210565	3213210	5.24305
Cp4.1LG14	3217841	3218364	4.09542
Cp4.1LG14	3220639	3221027	3.04128
Cp4.1LG14	3221114	3221331	3.95508
Cp4.1LG14	3306151	3306498	3.35215
Cp4.1LG14	3313009	3313389	5.25763
Cp4.1LG14	3313009	3313389	3.08859
Cp4.1LG14	3315515	3315868	4.53805
Cp4.1LG14	3317207	3317816	3.08170
Cp4.1LG14	3325050	3325434	4.20657
Cp4.1LG14	3384686	3385175	6.03405
Cp4.1LG14	3401312	3401479	3.83415
Cp4.1LG14	3403392	3403982	7.84624
Cp4.1LG14	3405822	3406855	3.64159
Cp4.1LG14	3450315	3450493	3.42282
Cp4.1LG14	3450315	3450493	3.38856
Cp4.1LG14	3459679	3459879	3.98873
Cp4.1LG14	3459679	3459879	4.02840
Cp4.1LG14	3459679	3459879	3.51498
Cp4.1LG14	3492062	3492533	3.60529
Cp4.1LG14	3495034	3495359	3.42281
Cp4.1LG14	3495034	3495359	4.00926
Cp4.1LG14	3495034	3495359	3.89121
Cp4.1LG14	3495034	3495359	4.11110
Cp4.1LG14	3511889	3512164	3.31592
Cp4.1LG14	3526383	3526618	4.13703
Cp4.1LG14	3574835	3574957	3.57701
Cp4.1LG14	3729021	3729221	3.33280
Cp4.1LG14	3729021	3729221	3.36671
Cp4.1LG14	3756983	3757604	3.47508
Cp4.1LG14	3766523	3767040	3.54763
Cp4.1LG14	3945530	3947043	6.74308
Cp4.1LG14	4034835	4034899	3.54530
Cp4.1LG14	4066149	4066373	3.32363
Cp4.1LG14	4066149	4066373	3.31047
Cp4.1LG14	4072449	4072604	3.03727
Cp4.1LG14	4072765	4073060	4.87601
Cp4.1LG14	4072765	4073060	4.52983
Cp4.1LG14	4074109	4074251	3.26202
Cp4.1LG14	4079180	4079637	4.32629
Cp4.1LG14	4093961	4094281	3.46293
Cp4.1LG14	4093961	4094281	3.55858
Cp4.1LG14	4093961	4094281	3.57137
Cp4.1LG14	4120013	4120158	4.28340
Cp4.1LG14	4120158	4120307	5.02238
Cp4.1LG14	4130495	4130854	7.29772
Cp4.1LG14	4146307	4146574	3.16904
Cp4.1LG14	4147705	4148317	7.26499
Cp4.1LG14	4153628	4154158	3.16998
Cp4.1LG14	4165824	4166139	5.59457
Cp4.1LG14	4203624	4204216	3.90623
Cp4.1LG14	4212548	4212680	3.43158
Cp4.1LG14	4213178	4213330	3.28684
Cp4.1LG14	4243994	4244676	3.09673
Cp4.1LG14	4260673	4261193	4.72710
Cp4.1LG14	4273139	4273704	3.17942
Cp4.1LG14	4323801	4324051	3.20306
Cp4.1LG14	4323801	4324051	3.05199
Cp4.1LG14	4327270	4327725	5.28725
Cp4.1LG14	4336515	4336793	4.39850
Cp4.1LG14	4344715	4345105	4.12092
Cp4.1LG14	4348351	4348582	3.31606
Cp4.1LG14	4357483	4357690	3.07308
Cp4.1LG14	4367701	4369225	3.75296
Cp4.1LG14	4372496	4372633	3.02592
Cp4.1LG14	4376758	4376906	3.12296
Cp4.1LG14	4387091	4387373	4.57825
Cp4.1LG14	4389883	4390342	6.34356
Cp4.1LG14	4399747	4399930	3.65156
Cp4.1LG14	4400399	4400751	3.10959
Cp4.1LG14	4412435	4412752	3.71734
Cp4.1LG14	4424520	4424668	3.30272
Cp4.1LG14	4434573	4435119	4.19844
Cp4.1LG14	4434573	4435119	4.08002
Cp4.1LG14	4435662	4435875	3.05732
Cp4.1LG14	4456492	4456716	6.60177
Cp4.1LG14	4457397	4457778	3.49065
Cp4.1LG14	4461765	4462311	4.39412
Cp4.1LG14	4464059	4464642	4.62745
Cp4.1LG14	4464798	4465001	3.77095
Cp4.1LG14	4464798	4465001	3.64368
Cp4.1LG14	4464798	4465001	3.64041
Cp4.1LG14	4467304	4467745	3.97726
Cp4.1LG14	4485358	4485783	3.23403
Cp4.1LG14	4486640	4487053	4.13246
Cp4.1LG14	4508181	4508917	3.10399
Cp4.1LG14	4550781	4551156	5.14309
Cp4.1LG14	4550781	4551156	4.01465
Cp4.1LG14	4551263	4551418	4.66884
Cp4.1LG14	4560039	4560206	3.53962
Cp4.1LG14	4561288	4561870	6.42662
Cp4.1LG14	4577303	4583488	5.06279
Cp4.1LG14	4597520	4598150	3.25389
Cp4.1LG14	4611432	4612278	3.80069
Cp4.1LG14	4622930	4624239	4.25020
Cp4.1LG14	4622930	4624239	4.28190
Cp4.1LG14	4626136	4626687	3.91002
Cp4.1LG14	4646685	4646913	3.13554
Cp4.1LG14	4646913	4647842	4.12982
Cp4.1LG14	4646913	4647842	3.84016
Cp4.1LG14	4669744	4670005	4.31081
Cp4.1LG14	4676476	4676731	4.05393
Cp4.1LG14	4677540	4678339	4.16594
Cp4.1LG14	4681322	4681597	3.26436
Cp4.1LG14	4686218	4686462	3.87160
Cp4.1LG14	4686716	4687197	4.49973
Cp4.1LG14	4686716	4687197	5.56416
Cp4.1LG14	4686716	4687197	4.12182
Cp4.1LG14	4690611	4690942	4.76998
Cp4.1LG14	4691420	4691808	3.35476
Cp4.1LG14	4693230	4693606	6.02060
Cp4.1LG14	4693230	4693606	6.23844
Cp4.1LG14	4693230	4693606	6.28311
Cp4.1LG14	4696146	4696585	3.64852
Cp4.1LG14	4696146	4696585	3.66397
Cp4.1LG14	4696146	4696585	3.64042
Cp4.1LG14	4696869	4697338	3.34639
Cp4.1LG14	4697338	4697824	7.64320
Cp4.1LG14	4697338	4697824	7.27450
Cp4.1LG14	4700288	4700542	3.85076
Cp4.1LG14	4702504	4702765	3.21978
Cp4.1LG14	4708605	4708735	3.34765
Cp4.1LG14	4709144	4709268	3.55363
Cp4.1LG14	4709144	4709268	3.93859
Cp4.1LG14	4709418	4709814	5.82343
Cp4.1LG14	4716135	4716395	6.95906
Cp4.1LG14	4716135	4716395	5.64532
Cp4.1LG14	4722609	4722953	5.50208
Cp4.1LG14	4726663	4727061	4.82178
Cp4.1LG14	4728068	4728356	3.35961
Cp4.1LG14	4729766	4730148	5.05791
Cp4.1LG14	4732622	4732782	3.06990
Cp4.1LG14	4734864	4735299	7.35033
Cp4.1LG14	4735977	4736336	5.15632
Cp4.1LG14	4735977	4736336	5.11442
Cp4.1LG14	4755227	4756817	7.34175
Cp4.1LG14	4755227	4756817	7.86270
Cp4.1LG14	4755227	4756817	9.63028
Cp4.1LG14	4758279	4758659	9.78929
Cp4.1LG14	4786387	4786578	3.47121
Cp4.1LG14	4786387	4786578	3.40163
Cp4.1LG14	4786680	4787103	7.68103
Cp4.1LG14	4787333	4787588	4.21739
Cp4.1LG14	4790000	4790170	5.59197
Cp4.1LG14	4790000	4790170	4.70486
Cp4.1LG14	4826489	4826704	3.15439
Cp4.1LG14	4834265	4834632	5.81647
Cp4.1LG14	4837439	4838864	5.59719
Cp4.1LG14	4838864	4839008	9.08721
Cp4.1LG14	4838864	4839008	5.48380
Cp4.1LG14	4842866	4843130	3.93739
Cp4.1LG14	4843130	4843389	5.06832
Cp4.1LG14	4867080	4869064	13.05830
Cp4.1LG14	4867080	4869064	14.48884
Cp4.1LG14	4867080	4869064	11.80630
Cp4.1LG14	4867080	4869064	5.01534
Cp4.1LG14	4867080	4869064	6.45864
Cp4.1LG14	4871938	4874921	4.61734
Cp4.1LG14	4871938	4874921	8.06874
Cp4.1LG14	4871938	4874921	39.65258
Cp4.1LG14	4871938	4874921	11.50065
Cp4.1LG14	4871938	4874921	4.45784
Cp4.1LG14	4871938	4874921	4.18001
Cp4.1LG14	4875730	4876334	6.45124
Cp4.1LG14	4875730	4876334	4.54645
Cp4.1LG14	4876334	4876533	4.05831
Cp4.1LG14	4884257	4884840	11.12429
Cp4.1LG14	4900519	4900734	4.99118
Cp4.1LG14	4915149	4915276	3.07616
Cp4.1LG14	4917731	4917797	3.71115
Cp4.1LG14	4917731	4917797	4.16783
Cp4.1LG14	4917731	4917797	3.00849
Cp4.1LG14	4918798	4918823	3.13731
Cp4.1LG14	4922934	4925784	23.02410
Cp4.1LG14	4922934	4925784	21.32765
Cp4.1LG14	4925784	4926040	4.48003
Cp4.1LG14	4931262	4931822	3.41020
Cp4.1LG14	4931837	4932357	3.11671
Cp4.1LG14	4932357	4933553	5.34416
Cp4.1LG14	4935483	4937094	10.37393
Cp4.1LG14	4935483	4937094	13.77683
Cp4.1LG14	4937127	4937581	3.13708
Cp4.1LG14	4938140	4938525	5.38674
Cp4.1LG14	4938140	4938525	5.49455
Cp4.1LG14	4938140	4938525	10.65151
Cp4.1LG14	4938557	4938667	3.40669
Cp4.1LG14	4953079	4953279	7.66775
Cp4.1LG14	4954307	4957323	13.63996
Cp4.1LG14	4958748	4959067	3.14410
Cp4.1LG14	4959411	4959925	4.49854
Cp4.1LG14	4964031	4964320	3.30432
Cp4.1LG14	4970448	4971162	4.17863
Cp4.1LG14	4970448	4971162	5.19104
Cp4.1LG14	4973133	4973286	3.55781
Cp4.1LG14	4975202	4978791	5.86311
Cp4.1LG14	4980396	4980933	7.90208
Cp4.1LG14	4980396	4980933	6.64993
Cp4.1LG14	4980396	4980933	3.04428
Cp4.1LG14	4980933	4981313	3.02804
Cp4.1LG14	4980933	4981313	3.63485
Cp4.1LG14	4985043	4986426	4.30524
Cp4.1LG14	4986426	4989942	5.57309
Cp4.1LG14	4986426	4989942	32.08665
Cp4.1LG14	4986426	4989942	41.31231
Cp4.1LG14	4989942	4990015	3.46778
Cp4.1LG14	4992365	4992492	3.35713
Cp4.1LG14	4992492	4993037	6.64410
Cp4.1LG14	4992492	4993037	8.97058
Cp4.1LG14	4992492	4993037	12.53562
Cp4.1LG14	4997992	4999267	4.33219
Cp4.1LG14	4999267	4999578	4.11382
Cp4.1LG14	4999578	4999633	5.67649
Cp4.1LG14	4999634	4999745	3.04566
Cp4.1LG14	4999745	4999827	3.95728
Cp4.1LG14	4999827	5000296	6.47017
Cp4.1LG14	4999827	5000296	6.47307
Cp4.1LG14	4999827	5000296	16.43214
Cp4.1LG14	5000296	5000695	3.86053
Cp4.1LG14	5000296	5000695	3.44918
Cp4.1LG14	5001257	5001903	3.25025
Cp4.1LG14	5001995	5002451	9.03636
Cp4.1LG14	5006621	5007494	38.40889
Cp4.1LG14	5006621	5007494	11.54255
Cp4.1LG14	5006621	5007494	11.78664
Cp4.1LG14	5008280	5010365	6.83896
Cp4.1LG14	5008280	5010365	8.94571
Cp4.1LG14	5025192	5025353	3.22600
Cp4.1LG14	5031782	5032088	4.41540
Cp4.1LG14	5031782	5032088	4.12094
Cp4.1LG14	5075948	5078483	16.24295
Cp4.1LG14	5099379	5102170	12.21748
Cp4.1LG14	5104383	5105525	3.74729
Cp4.1LG14	5127828	5130532	3.07384
Cp4.1LG14	5131412	5132370	6.21540
Cp4.1LG14	5131412	5132370	3.28871
Cp4.1LG14	5132944	5134982	3.34091
Cp4.1LG14	5135014	5135117	7.57469
Cp4.1LG14	5144239	5153025	5.99984
Cp4.1LG14	5153353	5185459	3.33381
Cp4.1LG14	5153353	5185459	23.65612
Cp4.1LG14	5153353	5185459	277.01323
Cp4.1LG14	5153353	5185459	289.35080
Cp4.1LG14	5153353	5185459	29.57130
Cp4.1LG14	5153353	5185459	6.93426
Cp4.1LG14	5153353	5185459	27.63251
Cp4.1LG14	5153353	5185459	3.15619
Cp4.1LG14	5153353	5185459	15.82118
Cp4.1LG14	5153353	5185459	13.18510
Cp4.1LG14	5153353	5185459	13.03052
Cp4.1LG14	5153353	5185459	14.19308
Cp4.1LG14	5153353	5185459	9.07463
Cp4.1LG14	5153353	5185459	8.68195
Cp4.1LG14	5153353	5185459	4.01550
Cp4.1LG14	5200823	5204785	3.30621
Cp4.1LG14	5205644	5206483	3.46247
Cp4.1LG14	5222148	5222874	3.38585
Cp4.1LG14	5227989	5228204	6.04064
Cp4.1LG14	5227989	5228204	6.39280
Cp4.1LG14	5228204	5228606	14.36359
Cp4.1LG14	5228204	5228606	10.83543
Cp4.1LG14	5228204	5228606	11.83745
Cp4.1LG14	5228204	5228606	5.52903
Cp4.1LG14	5228606	5238694	4.06112
Cp4.1LG14	5246199	5246491	4.78415
Cp4.1LG14	5246634	5247594	3.84347
Cp4.1LG14	5263047	5264951	4.24145
Cp4.1LG14	5265068	5265816	5.00233
Cp4.1LG14	5265068	5265816	4.79097
Cp4.1LG14	5266452	5267233	3.34310
Cp4.1LG14	5277716	5279254	3.42249
Cp4.1LG14	5279475	5282546	3.83530
Cp4.1LG14	5282778	5282963	3.02783
Cp4.1LG14	5292516	5292690	3.09076
Cp4.1LG14	5292731	5295560	3.55042
Cp4.1LG14	5295580	5296079	3.36645
Cp4.1LG14	5298284	5298897	3.48084
Cp4.1LG14	5340384	5341167	3.30808
Cp4.1LG14	5343301	5343738	3.72168
Cp4.1LG14	5344785	5344832	3.70898
Cp4.1LG14	5344911	5344971	4.64837
Cp4.1LG14	5344911	5344971	4.33207
Cp4.1LG14	5344971	5345010	3.25215
Cp4.1LG14	5347815	5348170	6.62086
Cp4.1LG14	5365790	5366069	4.82154
Cp4.1LG14	5368577	5371037	3.32414
Cp4.1LG14	5388261	5388316	3.03481
Cp4.1LG14	5388323	5388439	5.47752
Cp4.1LG14	5433801	5435198	21.85613
Cp4.1LG14	5433801	5435198	15.44037
Cp4.1LG14	5487275	5488906	5.85967
Cp4.1LG14	5536907	5538276	4.48040
Cp4.1LG14	5585749	5586339	3.07822
Cp4.1LG14	5617119	5617191	5.85851
Cp4.1LG14	5619820	5620358	10.17343
Cp4.1LG14	5624877	5625316	6.55167
Cp4.1LG14	5625355	5625814	3.08647
Cp4.1LG14	5625355	5625814	4.26158
Cp4.1LG14	5626402	5626947	4.14877
Cp4.1LG14	5626402	5626947	4.23499
Cp4.1LG14	5626402	5626947	6.40199
Cp4.1LG14	5626402	5626947	5.79908
Cp4.1LG14	5626947	5627457	3.41596
Cp4.1LG14	5626947	5627457	3.35731
Cp4.1LG14	5626947	5627457	4.14256
Cp4.1LG14	5627496	5627981	3.01263
Cp4.1LG14	5627496	5627981	3.61020
Cp4.1LG14	5627496	5627981	4.03849
Cp4.1LG14	5628901	5629059	3.03054
Cp4.1LG14	5630778	5631017	3.53059
Cp4.1LG14	5639194	5640109	5.18059
Cp4.1LG14	5647583	5649636	4.16386
Cp4.1LG14	5662941	5663053	3.04740
Cp4.1LG14	5663053	5663161	6.26701
Cp4.1LG14	5663510	5663850	4.31445
Cp4.1LG14	5701845	5701934	3.04309
Cp4.1LG14	5714116	5714464	4.08671
Cp4.1LG14	5717850	5718857	5.11784
Cp4.1LG14	5721790	5722719	3.05170
Cp4.1LG14	5726844	5727460	3.87598
Cp4.1LG14	5726844	5727460	3.98533
Cp4.1LG14	5731834	5732055	3.95081
Cp4.1LG14	5734686	5735058	3.72233
Cp4.1LG14	5738128	5738367	6.04961
Cp4.1LG14	5742301	5743495	6.66720
Cp4.1LG14	5760829	5761354	6.06967
Cp4.1LG14	5760829	5761354	3.57431
Cp4.1LG14	5763027	5765409	3.11581
Cp4.1LG14	5776211	5777822	4.64194
Cp4.1LG14	5781013	5781688	8.52440
Cp4.1LG14	5802288	5802734	3.05178
Cp4.1LG14	5802288	5802734	4.22958
Cp4.1LG14	5802288	5802734	4.60649
Cp4.1LG14	5802923	5803426	5.03176
Cp4.1LG14	5805366	5807035	4.76086
Cp4.1LG14	5807176	5807981	6.58858
Cp4.1LG14	5808028	5808290	4.17288
Cp4.1LG14	5808028	5808290	4.13196
Cp4.1LG14	5810073	5810382	4.29181
Cp4.1LG14	5810801	5811054	3.51369
Cp4.1LG14	5810801	5811054	3.35293
Cp4.1LG14	5814893	5815411	5.81438
Cp4.1LG14	5814893	5815411	4.46642
Cp4.1LG14	5831679	5831963	3.88048
Cp4.1LG14	5843958	5844278	5.29677
Cp4.1LG14	5860567	5860722	4.59827
Cp4.1LG14	5868256	5868327	3.28465
Cp4.1LG14	5868256	5868327	3.01191
Cp4.1LG14	5881453	5881576	3.30863
Cp4.1LG14	5890070	5890109	3.68332
Cp4.1LG14	5890109	5890332	7.68746
Cp4.1LG14	5892040	5894843	7.84153
Cp4.1LG14	5913438	5913568	3.54428
Cp4.1LG14	5913611	5913732	6.01781
Cp4.1LG14	5946765	5946888	3.70904
Cp4.1LG14	5946954	5946979	3.00385
Cp4.1LG14	5946979	5947207	4.95639
Cp4.1LG14	5946979	5947207	6.28602
Cp4.1LG14	5950517	5950709	3.03561
Cp4.1LG14	5999955	6002879	3.57796
Cp4.1LG14	6007213	6008382	3.77697
Cp4.1LG14	6011994	6012453	3.32326
Cp4.1LG14	6046546	6052011	3.91976
Cp4.1LG14	6055235	6055504	3.33942
Cp4.1LG14	6137959	6139802	3.14382
Cp4.1LG14	6245747	6252095	4.07127
Cp4.1LG14	6374254	6378783	3.55817
Cp4.1LG14	6408672	6410816	6.73763
Cp4.1LG14	6408672	6410816	6.14834
Cp4.1LG14	6408672	6410816	6.73074
Cp4.1LG14	6425569	6427395	13.14061
Cp4.1LG14	6436413	6437079	5.47164
Cp4.1LG14	6436413	6437079	4.15130
Cp4.1LG14	6438936	6439268	3.79247
Cp4.1LG14	6443601	6443773	3.54543
Cp4.1LG14	6445025	6445373	3.50648
Cp4.1LG14	6445373	6445845	4.72715
Cp4.1LG14	6487801	6487868	3.31547
Cp4.1LG14	6492435	6492691	4.75045
Cp4.1LG14	6494691	6494882	3.38023
Cp4.1LG14	6517795	6517842	3.21775
Cp4.1LG14	6517795	6517842	3.03028
Cp4.1LG14	6521572	6522542	3.70301
Cp4.1LG14	6547506	6547798	3.98546
Cp4.1LG14	6550292	6550491	3.54970
Cp4.1LG14	6558231	6558846	3.25608
Cp4.1LG14	6594114	6594306	3.18245
Cp4.1LG14	6604600	6604864	5.17216
Cp4.1LG14	6625878	6626048	5.31266
Cp4.1LG14	6626048	6626253	8.62718
Cp4.1LG14	6628366	6628633	3.52852
Cp4.1LG14	6636305	6637251	4.96611
Cp4.1LG14	6651630	6652185	3.05485
Cp4.1LG14	6651630	6652185	4.58050
Cp4.1LG14	6651630	6652185	3.25154
Cp4.1LG14	6654011	6654190	3.43815
Cp4.1LG14	6668855	6669158	3.68548
Cp4.1LG14	6679784	6680375	3.50765
Cp4.1LG14	6679784	6680375	3.62405
Cp4.1LG14	6691279	6691633	3.12745
Cp4.1LG14	6694581	6694798	4.07123
Cp4.1LG14	6697164	6697333	3.62181
Cp4.1LG14	6705951	6706273	3.43090
Cp4.1LG14	6705951	6706273	3.00203
Cp4.1LG14	6769582	6769956	4.74471
Cp4.1LG14	6823702	6823944	3.17002
Cp4.1LG14	6828384	6828651	4.00959
Cp4.1LG14	6828866	6831618	3.18853
Cp4.1LG14	6828866	6831618	5.10579
Cp4.1LG14	6831618	6838433	36.48010
Cp4.1LG14	6855649	6857637	4.81353
Cp4.1LG14	6859544	6862150	3.55152
Cp4.1LG14	6863039	6876539	13.20578
Cp4.1LG14	6863039	6876539	6.78372
Cp4.1LG14	6876540	6876982	7.06223
Cp4.1LG14	6879701	6879748	3.74898
Cp4.1LG14	6881999	6882189	6.03369
Cp4.1LG14	6885694	6885838	3.63158
Cp4.1LG14	6889387	6891220	6.15683
Cp4.1LG14	6891220	6891962	10.18748
Cp4.1LG14	6892064	6892251	21.37301
Cp4.1LG14	6892474	6892844	3.74707
Cp4.1LG14	6900425	6902884	4.79454
Cp4.1LG14	6900425	6902884	11.54005
Cp4.1LG14	6900425	6902884	5.13795
Cp4.1LG14	6902977	6903225	6.23140
Cp4.1LG14	6906931	6907569	6.83066
Cp4.1LG14	6906931	6907569	6.38688
Cp4.1LG14	6909723	6909836	3.80532
Cp4.1LG14	6909836	6910059	7.58116
Cp4.1LG14	6910537	6911429	3.28725
Cp4.1LG14	6911438	6911983	9.74298
Cp4.1LG14	6913952	6914359	3.34308
Cp4.1LG14	6914360	6914568	9.61546
Cp4.1LG14	6920586	6922093	27.03660
Cp4.1LG14	6937720	6938120	15.18625
Cp4.1LG14	6938800	6939412	19.87727
Cp4.1LG14	6939881	6940435	3.99714
Cp4.1LG14	6941991	6942058	4.22498
Cp4.1LG14	6944071	6944618	8.61261
Cp4.1LG14	6944071	6944618	3.57250
Cp4.1LG14	6945556	6945994	3.22009
Cp4.1LG14	6946034	6946346	3.03447
Cp4.1LG14	6946346	6948294	17.66956
Cp4.1LG14	6946346	6948294	4.81552
Cp4.1LG14	6948294	6948371	3.68638
Cp4.1LG14	6954697	6954963	3.07788
Cp4.1LG14	6980500	6980670	5.20363
Cp4.1LG14	6983330	6984262	3.74784
Cp4.1LG14	6983330	6984262	3.33915
Cp4.1LG14	6983330	6984262	7.61409
Cp4.1LG14	6984344	6986276	9.19706
Cp4.1LG14	7089491	7089679	4.32637
Cp4.1LG14	7099862	7100159	3.01432
Cp4.1LG14	7132086	7132837	7.19728
Cp4.1LG14	7162991	7163334	3.18586
Cp4.1LG14	7169943	7170289	6.31588
Cp4.1LG14	7169943	7170289	3.91783
Cp4.1LG14	7181353	7181951	3.45993
Cp4.1LG14	7183167	7183930	3.87069
Cp4.1LG14	7186997	7187166	3.88272
Cp4.1LG14	7204219	7204468	3.07174
Cp4.1LG14	7204219	7204468	3.37724
Cp4.1LG14	7204709	7204947	7.97842
Cp4.1LG14	7212511	7212664	3.99713
Cp4.1LG14	7212511	7212664	5.36770
Cp4.1LG14	7215403	7215660	11.23235
Cp4.1LG14	7219127	7219436	6.08984
Cp4.1LG14	7219127	7219436	6.47174
Cp4.1LG14	7230348	7230683	3.60240
Cp4.1LG14	7230683	7230769	4.07835
Cp4.1LG14	7230769	7230933	3.71312
Cp4.1LG14	7230769	7230933	4.47844
Cp4.1LG14	7231083	7231503	5.21079
Cp4.1LG14	7250933	7251161	3.32775
Cp4.1LG14	7252767	7252986	3.17195
Cp4.1LG14	7258385	7259525	8.44440
Cp4.1LG14	7262212	7263295	5.79583
Cp4.1LG14	7332850	7333077	3.18966
Cp4.1LG14	7332850	7333077	3.25414
Cp4.1LG14	7338596	7338988	3.74509
Cp4.1LG14	7338596	7338988	3.69697
Cp4.1LG14	7345598	7346671	3.04541
Cp4.1LG14	7418159	7419112	4.00736
Cp4.1LG14	7418159	7419112	11.17044
Cp4.1LG14	7418159	7419112	6.45843
Cp4.1LG14	7418159	7419112	7.28628
Cp4.1LG14	7418159	7419112	5.83189
Cp4.1LG14	7418159	7419112	7.79081
Cp4.1LG14	7440655	7440980	3.00614
Cp4.1LG14	7502555	7502812	3.81426
Cp4.1LG14	7677526	7684821	3.64326
Cp4.1LG14	7689631	7689803	3.17191
Cp4.1LG14	7742597	7743386	4.62155
Cp4.1LG14	7753132	7754116	6.50660
Cp4.1LG14	7753132	7754116	6.46018
Cp4.1LG14	7753132	7754116	4.20334
Cp4.1LG14	7783139	7783650	3.58025
Cp4.1LG14	7818303	7818604	3.53398
Cp4.1LG14	7830901	7831092	3.65295
Cp4.1LG14	7912964	7913176	3.14136
Cp4.1LG14	7912964	7913176	3.48983
Cp4.1LG14	7915125	7915667	5.70794
Cp4.1LG14	8046116	8047455	4.26406
Cp4.1LG14	8046116	8047455	4.11580
Cp4.1LG14	8046116	8047455	3.72994
Cp4.1LG14	8067216	8067435	3.24695
Cp4.1LG14	8067216	8067435	3.17081
Cp4.1LG14	8142305	8142396	4.14222
Cp4.1LG14	8142396	8142413	6.69239
Cp4.1LG14	8142414	8142897	4.77150
Cp4.1LG14	8142414	8142897	3.03992
Cp4.1LG14	8636976	8637257	3.75738
Cp4.1LG14	8660291	8660426	3.16396
Cp4.1LG14	8719612	8720009	10.09096
Cp4.1LG14	8857802	8866047	3.46744
Cp4.1LG16	116645	116762	4.60735
Cp4.1LG16	116762	117128	4.36966
Cp4.1LG16	116762	117128	3.63154
Cp4.1LG16	116762	117128	3.56576
Cp4.1LG16	116762	117128	3.43612
Cp4.1LG16	116762	117128	3.08313
Cp4.1LG16	116762	117128	3.05212
Cp4.1LG16	116762	117128	3.69255
Cp4.1LG16	211678	211979	4.64835
Cp4.1LG16	233392	233805	3.78080
Cp4.1LG16	288859	288995	3.40965
Cp4.1LG16	315788	316118	4.32555
Cp4.1LG16	326778	326941	3.17494
Cp4.1LG16	342746	343567	3.08501
Cp4.1LG16	342746	343567	6.69868
Cp4.1LG16	342746	343567	5.74093
Cp4.1LG16	529187	531155	10.88767
Cp4.1LG16	529187	531155	5.80516
Cp4.1LG16	529187	531155	4.87865
Cp4.1LG16	610506	610710	3.01028
Cp4.1LG16	610710	611278	6.62711
Cp4.1LG16	624085	633379	3.35389
Cp4.1LG16	624085	633379	3.85131
Cp4.1LG16	648220	649093	4.78505
Cp4.1LG16	649139	653639	4.76618
Cp4.1LG16	689960	690167	3.73100
Cp4.1LG16	730235	730562	4.85875
Cp4.1LG16	829384	829919	3.67386
Cp4.1LG16	829384	829919	3.56351
Cp4.1LG16	1037692	1037871	3.16135
Cp4.1LG16	1062890	1063311	4.13420
Cp4.1LG16	1209000	1217769	7.73865
Cp4.1LG16	1338284	1338627	3.69743
Cp4.1LG16	1494595	1499416	5.52611
Cp4.1LG16	1535411	1540538	5.55300
Cp4.1LG16	1541360	1541481	3.14695
Cp4.1LG16	1541360	1541481	3.49405
Cp4.1LG16	1543353	1543493	6.72927
Cp4.1LG16	1543859	1543915	6.60444
Cp4.1LG16	1544034	1544113	9.24590
Cp4.1LG16	1546795	1546827	3.18083
Cp4.1LG16	1546927	1547079	3.00425
Cp4.1LG16	1556546	1556882	3.38172
Cp4.1LG16	1556546	1556882	4.33643
Cp4.1LG16	1612573	1612777	4.40330
Cp4.1LG16	1719449	1719772	3.26193
Cp4.1LG16	1736767	1736956	3.25892
Cp4.1LG16	1742762	1742980	3.07188
Cp4.1LG16	1746393	1746635	3.60065
Cp4.1LG16	1984692	1985139	4.37955
Cp4.1LG16	2028760	2028906	4.79209
Cp4.1LG16	2036056	2036370	3.33557
Cp4.1LG16	2036056	2036370	3.39230
Cp4.1LG16	2036056	2036370	3.38099
Cp4.1LG16	2036056	2036370	3.49522
Cp4.1LG16	2036056	2036370	3.43444
Cp4.1LG16	2103044	2104404	3.29337
Cp4.1LG16	2187952	2188418	4.92642
Cp4.1LG16	2207395	2218586	4.14070
