CHROM	START	STOP	PEAK	STAT	CI	SOURCE
Cp4.1LG08	4921052	9521052	0.705541	LowSI	95	Permutation
Cp4.1LG08	2121052	2221052	-0.125885	DeltaSI	95	Permutation
Cp4.1LG08	5121052	10021052	-0.356532	DeltaSI	95	Permutation
Cp4.1LG08	1121052	3021052	5.186293	Gstat	95	Permutation
Cp4.1LG08	4921052	10021052	24.045842	Gstat	95	Permutation
Cp4.1LG08	21052	10021052	0.027067	ED4	95	Permutation
Cp4.1LG08	1121052	3021052	1.140744	LOD	95	Permutation
Cp4.1LG08	4921052	10021052	5.289942	LOD	95	Permutation
Cp4.1LG08	1121052	3121052	0.247235	BBLogBF	95	Permutation
Cp4.1LG08	4921052	10021052	4.393197	BBLogBF	95	Permutation
Cp4.1LG08	7521052	9221052	-3.688208	DeltaSI_Z	z3	ZScore
Cp4.1LG08	7121052	9421052	6.911503	Gstat_Z	z3	ZScore
Cp4.1LG08	5921052	9721052	19.121742	ED4_Z	z3	ZScore
Cp4.1LG08	7121052	9421052	6.925447	LOD_Z	z3	ZScore
Cp4.1LG08	7021052	9521052	7.221076	BBLogBF_Z	z3	ZScore
Cp4.1LG08	5621052	9821052	6.000000	Consensus	99	Consensus
Cp4.1LG08	5821052	6521052	0.662669	LowSI	99	HighConfidence
Cp4.1LG08	7321052	9121052	0.705541	LowSI	99	HighConfidence
Cp4.1LG08	5821052	9721052	-0.356532	DeltaSI	99	HighConfidence
Cp4.1LG08	5621052	9821052	24.045842	Gstat	99	HighConfidence
Cp4.1LG08	4921052	10021052	0.027067	ED4	99	HighConfidence
Cp4.1LG08	5621052	9821052	5.289942	LOD	99	HighConfidence
Cp4.1LG08	5621052	9821052	4.393197	BBLogBF	99	HighConfidence
Cp4.1LG08	4921052	9521052	0.705541	LowSI	95	HighConfidence
Cp4.1LG08	5121052	10021052	-0.356532	DeltaSI	95	HighConfidence
Cp4.1LG08	4921052	10021052	24.045842	Gstat	95	HighConfidence
Cp4.1LG08	21052	10021052	0.027067	ED4	95	HighConfidence
Cp4.1LG08	4921052	10021052	5.289942	LOD	95	HighConfidence
Cp4.1LG08	4921052	10021052	4.393197	BBLogBF	95	HighConfidence
Cp4.1LG08	7521052	9221052	-3.688208	DeltaSI_Z	z3	HighConfidence
Cp4.1LG08	7121052	9421052	6.911503	Gstat_Z	z3	HighConfidence
Cp4.1LG08	5921052	9721052	19.121742	ED4_Z	z3	HighConfidence
Cp4.1LG08	7121052	9421052	6.925447	LOD_Z	z3	HighConfidence
Cp4.1LG08	7021052	9521052	7.221076	BBLogBF_Z	z3	HighConfidence
Cp4.1LG09	7711080	8711080	0.643435	HighSI	99	Permutation
Cp4.1LG09	4211080	5011080	0.001600	ED4	99	Permutation
Cp4.1LG09	7511080	9011080	0.643435	HighSI	95	Permutation
Cp4.1LG09	3911080	4511080	3.921049	Gstat	95	Permutation
Cp4.1LG09	7911080	7911080	3.735313	Gstat	95	Permutation
Cp4.1LG09	11080	9911080	0.001601	ED4	95	Permutation
Cp4.1LG09	3911080	4511080	0.865533	LOD	95	Permutation
Cp4.1LG09	3811080	4811080	-0.063570	BBLogBF	95	Permutation
Cp4.1LG09	7911080	8211080	-0.063843	BBLogBF	95	Permutation
Cp4.1LG10	4729886	4729886	0.593334	HighSI	99	Permutation
Cp4.1LG10	4429886	5029886	0.199061	DeltaSI	99	Permutation
Cp4.1LG10	4329886	5029886	9.093464	Gstat	99	Permutation
Cp4.1LG10	29886	429886	0.003093	ED4	99	Permutation
Cp4.1LG10	1029886	1229886	0.001617	ED4	99	Permutation
Cp4.1LG10	2529886	2829886	0.001542	ED4	99	Permutation
Cp4.1LG10	3829886	6629886	0.005995	ED4	99	Permutation
Cp4.1LG10	8729886	9829886	0.003162	ED4	99	Permutation
Cp4.1LG10	4329886	5029886	2.000434	LOD	99	Permutation
Cp4.1LG10	4329886	5029886	1.106232	BBLogBF	99	Permutation
Cp4.1LG10	4329886	5329886	0.593334	HighSI	95	Permutation
Cp4.1LG10	29886	329886	0.148108	DeltaSI	95	Permutation
Cp4.1LG10	4129886	5529886	0.199061	DeltaSI	95	Permutation
Cp4.1LG10	29886	1229886	6.195256	Gstat	95	Permutation
Cp4.1LG10	2529886	2829886	3.588590	Gstat	95	Permutation
Cp4.1LG10	3529886	6729886	9.093464	Gstat	95	Permutation
Cp4.1LG10	9629886	9829886	3.877265	Gstat	95	Permutation
Cp4.1LG10	29886	9829886	0.005995	ED4	95	Permutation
Cp4.1LG10	29886	1229886	1.361479	LOD	95	Permutation
Cp4.1LG10	2529886	2829886	0.789806	LOD	95	Permutation
Cp4.1LG10	3529886	6729886	2.000434	LOD	95	Permutation
Cp4.1LG10	9629886	9829886	0.862858	LOD	95	Permutation
Cp4.1LG10	29886	1429886	0.465923	BBLogBF	95	Permutation
Cp4.1LG10	2529886	2829886	-0.107187	BBLogBF	95	Permutation
Cp4.1LG10	3529886	6829886	1.106232	BBLogBF	95	Permutation
Cp4.1LG10	9429886	9829886	-0.061685	BBLogBF	95	Permutation
Cp4.1LG10	4429886	4729886	3.178070	ED4_Z	z3	ZScore
Cp4.1LG10	4329886	5029886	6.000000	Consensus	99	Consensus
Cp4.1LG11	9201441	9801441	0.600398	HighSI	99	Permutation
Cp4.1LG11	2801441	6001441	-0.256916	DeltaSI	99	Permutation
Cp4.1LG11	2501441	6201441	15.353134	Gstat	99	Permutation
Cp4.1LG11	2001441	6701441	0.010475	ED4	99	Permutation
Cp4.1LG11	2501441	6201441	3.370817	LOD	99	Permutation
Cp4.1LG11	2501441	6201441	2.459145	BBLogBF	99	Permutation
Cp4.1LG11	8601441	9801441	0.600398	HighSI	95	Permutation
Cp4.1LG11	9201441	9201441	0.605308	LowSI	95	Permutation
Cp4.1LG11	2401441	6401441	-0.256916	DeltaSI	95	Permutation
Cp4.1LG11	2001441	6701441	15.353134	Gstat	95	Permutation
Cp4.1LG11	1441	9801441	0.010475	ED4	95	Permutation
Cp4.1LG11	2001441	6701441	3.370817	LOD	95	Permutation
Cp4.1LG11	2001441	6801441	2.459145	BBLogBF	95	Permutation
Cp4.1LG11	3701441	5701441	3.818575	Gstat_Z	z3	ZScore
Cp4.1LG11	2801441	6101441	6.567302	ED4_Z	z3	ZScore
Cp4.1LG11	3801441	5701441	3.815274	LOD_Z	z3	ZScore
Cp4.1LG11	3301441	5701441	3.968327	BBLogBF_Z	z3	ZScore
Cp4.1LG11	2501441	6201441	5.000000	Consensus	99	Consensus
Cp4.1LG11	2801441	6001441	-0.256916	DeltaSI	99	HighConfidence
Cp4.1LG11	2501441	6201441	15.353134	Gstat	99	HighConfidence
Cp4.1LG11	2001441	6701441	0.010475	ED4	99	HighConfidence
Cp4.1LG11	2501441	6201441	3.370817	LOD	99	HighConfidence
Cp4.1LG11	2501441	6201441	2.459145	BBLogBF	99	HighConfidence
Cp4.1LG11	2401441	6401441	-0.256916	DeltaSI	95	HighConfidence
Cp4.1LG11	2001441	6701441	15.353134	Gstat	95	HighConfidence
Cp4.1LG11	1441	9801441	0.010475	ED4	95	HighConfidence
Cp4.1LG11	2001441	6701441	3.370817	LOD	95	HighConfidence
Cp4.1LG11	2001441	6801441	2.459145	BBLogBF	95	HighConfidence
Cp4.1LG11	3701441	5701441	3.818575	Gstat_Z	z3	HighConfidence
Cp4.1LG11	2801441	6101441	6.567302	ED4_Z	z3	HighConfidence
Cp4.1LG11	3801441	5701441	3.815274	LOD_Z	z3	HighConfidence
Cp4.1LG11	3301441	5701441	3.968327	BBLogBF_Z	z3	HighConfidence
Cp4.1LG12	3500186	4300186	0.602875	HighSI	99	Permutation
Cp4.1LG12	8400186	9500186	-0.202472	DeltaSI	99	Permutation
Cp4.1LG12	8300186	9800186	9.254550	Gstat	99	Permutation
Cp4.1LG12	100186	400186	0.001884	ED4	99	Permutation
Cp4.1LG12	5900186	6000186	0.001300	ED4	99	Permutation
Cp4.1LG12	7400186	9800186	0.005615	ED4	99	Permutation
Cp4.1LG12	8300186	9800186	2.028006	LOD	99	Permutation
Cp4.1LG12	8300186	9800186	1.134637	BBLogBF	99	Permutation
Cp4.1LG12	1800186	1800186	0.564851	HighSI	95	Permutation
Cp4.1LG12	2300186	4600186	0.602875	HighSI	95	Permutation
Cp4.1LG12	186	500186	0.617842	LowSI	95	Permutation
Cp4.1LG12	1100186	1100186	0.605132	LowSI	95	Permutation
Cp4.1LG12	2300186	3400186	0.635848	LowSI	95	Permutation
Cp4.1LG12	3900186	4300186	0.605079	LowSI	95	Permutation
Cp4.1LG12	7800186	9800186	-0.202472	DeltaSI	95	Permutation
Cp4.1LG12	186	400186	4.243120	Gstat	95	Permutation
Cp4.1LG12	2800186	2800186	3.559004	Gstat	95	Permutation
Cp4.1LG12	7400186	9800186	9.254550	Gstat	95	Permutation
Cp4.1LG12	186	9800186	0.005615	ED4	95	Permutation
Cp4.1LG12	186	400186	0.944713	LOD	95	Permutation
Cp4.1LG12	2800186	2800186	0.791614	LOD	95	Permutation
Cp4.1LG12	7400186	9800186	2.028006	LOD	95	Permutation
Cp4.1LG12	186	400186	0.036543	BBLogBF	95	Permutation
Cp4.1LG12	2800186	2800186	-0.107914	BBLogBF	95	Permutation
Cp4.1LG12	7300186	9800186	1.134637	BBLogBF	95	Permutation
Cp4.1LG12	8300186	9800186	5.000000	Consensus	99	Consensus
Cp4.1LG13	6747996	7847996	-0.237776	DeltaSI	99	Permutation
Cp4.1LG13	6447996	8147996	12.186256	Gstat	99	Permutation
Cp4.1LG13	3647996	8347996	0.008133	ED4	99	Permutation
Cp4.1LG13	6447996	8147996	2.668647	LOD	99	Permutation
Cp4.1LG13	6447996	8147996	1.773851	BBLogBF	99	Permutation
Cp4.1LG13	47996	447996	0.585568	HighSI	95	Permutation
Cp4.1LG13	3847996	8147996	-0.237776	DeltaSI	95	Permutation
Cp4.1LG13	3347996	8447996	12.186256	Gstat	95	Permutation
Cp4.1LG13	47996	9347996	0.008133	ED4	95	Permutation
Cp4.1LG13	3347996	8447996	2.668647	LOD	95	Permutation
Cp4.1LG13	3347996	8447996	1.773851	BBLogBF	95	Permutation
Cp4.1LG13	6747996	7947996	4.795417	ED4_Z	z3	ZScore
Cp4.1LG13	6447996	8147996	5.000000	Consensus	99	Consensus
Cp4.1LG13	6747996	7847996	-0.237776	DeltaSI	99	HighConfidence
Cp4.1LG13	6447996	8147996	12.186256	Gstat	99	HighConfidence
Cp4.1LG13	3647996	8347996	0.008133	ED4	99	HighConfidence
Cp4.1LG13	6447996	8147996	2.668647	LOD	99	HighConfidence
Cp4.1LG13	6447996	8147996	1.773851	BBLogBF	99	HighConfidence
Cp4.1LG13	3847996	8147996	-0.237776	DeltaSI	95	HighConfidence
Cp4.1LG13	3347996	8447996	12.186256	Gstat	95	HighConfidence
Cp4.1LG13	47996	9347996	0.008133	ED4	95	HighConfidence
Cp4.1LG13	3347996	8447996	2.668647	LOD	95	HighConfidence
Cp4.1LG13	3347996	8447996	1.773851	BBLogBF	95	HighConfidence
Cp4.1LG13	6747996	7947996	4.795417	ED4_Z	z3	HighConfidence
Cp4.1LG14	18809	3018809	0.651439	HighSI	99	Permutation
Cp4.1LG14	5518809	6118809	0.618046	HighSI	99	Permutation
Cp4.1LG14	18809	2818809	0.303616	DeltaSI	99	Permutation
Cp4.1LG14	5418809	5718809	0.199775	DeltaSI	99	Permutation
Cp4.1LG14	18809	2918809	18.078674	Gstat	99	Permutation
Cp4.1LG14	4918809	6218809	11.035138	Gstat	99	Permutation
Cp4.1LG14	18809	7918809	0.015756	ED4	99	Permutation
Cp4.1LG14	18809	2918809	3.973148	LOD	99	Permutation
Cp4.1LG14	4918809	6218809	2.418771	LOD	99	Permutation
Cp4.1LG14	18809	2918809	3.077126	BBLogBF	99	Permutation
Cp4.1LG14	4918809	6218809	1.467234	BBLogBF	99	Permutation
Cp4.1LG14	18809	3418809	0.651439	HighSI	95	Permutation
Cp4.1LG14	5418809	6318809	0.618046	HighSI	95	Permutation
Cp4.1LG14	18809	3318809	0.303616	DeltaSI	95	Permutation
Cp4.1LG14	4218809	7318809	0.199775	DeltaSI	95	Permutation
Cp4.1LG14	18809	8118809	18.078674	Gstat	95	Permutation
Cp4.1LG14	18809	8918809	0.015756	ED4	95	Permutation
Cp4.1LG14	18809	8118809	3.973148	LOD	95	Permutation
Cp4.1LG14	18809	8118809	3.077126	BBLogBF	95	Permutation
Cp4.1LG14	1218809	2518809	3.427298	DeltaSI_Z	z3	ZScore
Cp4.1LG14	1118809	2618809	4.788342	Gstat_Z	z3	ZScore
Cp4.1LG14	18809	2818809	10.563530	ED4_Z	z3	ZScore
Cp4.1LG14	1118809	2618809	4.791424	LOD_Z	z3	ZScore
Cp4.1LG14	18809	18809	3.013705	BBLogBF_Z	z3	ZScore
Cp4.1LG14	1018809	2618809	5.007666	BBLogBF_Z	z3	ZScore
Cp4.1LG14	18809	2918809	6.000000	Consensus	99	Consensus
Cp4.1LG14	4918809	6218809	6.000000	Consensus	99	Consensus
Cp4.1LG14	18809	3018809	0.651439	HighSI	99	HighConfidence
Cp4.1LG14	18809	2818809	0.303616	DeltaSI	99	HighConfidence
Cp4.1LG14	18809	2918809	18.078674	Gstat	99	HighConfidence
Cp4.1LG14	18809	7918809	0.015756	ED4	99	HighConfidence
Cp4.1LG14	18809	2918809	3.973148	LOD	99	HighConfidence
Cp4.1LG14	18809	2918809	3.077126	BBLogBF	99	HighConfidence
Cp4.1LG14	18809	3418809	0.651439	HighSI	95	HighConfidence
Cp4.1LG14	18809	3318809	0.303616	DeltaSI	95	HighConfidence
Cp4.1LG14	18809	8118809	18.078674	Gstat	95	HighConfidence
Cp4.1LG14	18809	8918809	0.015756	ED4	95	HighConfidence
Cp4.1LG14	18809	8118809	3.973148	LOD	95	HighConfidence
Cp4.1LG14	18809	8118809	3.077126	BBLogBF	95	HighConfidence
Cp4.1LG14	1218809	2518809	3.427298	DeltaSI_Z	z3	HighConfidence
Cp4.1LG14	1118809	2618809	4.788342	Gstat_Z	z3	HighConfidence
Cp4.1LG14	18809	2818809	10.563530	ED4_Z	z3	HighConfidence
Cp4.1LG14	1118809	2618809	4.791424	LOD_Z	z3	HighConfidence
Cp4.1LG14	18809	18809	3.013705	BBLogBF_Z	z3	HighConfidence
Cp4.1LG14	1018809	2618809	5.007666	BBLogBF_Z	z3	HighConfidence
Cp4.1LG15	4838381	8638381	0.638449	HighSI	99	Permutation
Cp4.1LG15	1138381	2238381	12.279811	Gstat	99	Permutation
Cp4.1LG15	3638381	4338381	8.964858	Gstat	99	Permutation
Cp4.1LG15	1038381	2538381	0.003952	ED4	99	Permutation
Cp4.1LG15	3038381	5738381	0.001772	ED4	99	Permutation
Cp4.1LG15	6238381	6538381	0.001844	ED4	99	Permutation
Cp4.1LG15	1138381	2238381	2.687770	LOD	99	Permutation
Cp4.1LG15	3638381	4338381	1.958691	LOD	99	Permutation
Cp4.1LG15	1138381	2238381	1.767454	BBLogBF	99	Permutation
Cp4.1LG15	3638381	4338381	0.905171	BBLogBF	99	Permutation
Cp4.1LG15	4638381	8638381	0.638449	HighSI	95	Permutation
Cp4.1LG15	938381	2438381	12.279811	Gstat	95	Permutation
Cp4.1LG15	3138381	6638381	8.964858	Gstat	95	Permutation
Cp4.1LG15	7138381	8438381	3.782909	Gstat	95	Permutation
Cp4.1LG15	38381	8638381	0.003952	ED4	95	Permutation
Cp4.1LG15	938381	2438381	2.687770	LOD	95	Permutation
Cp4.1LG15	3138381	6638381	1.958691	LOD	95	Permutation
Cp4.1LG15	7138381	8438381	0.828425	LOD	95	Permutation
Cp4.1LG15	938381	2438381	1.767454	BBLogBF	95	Permutation
Cp4.1LG15	3138381	8438381	0.905171	BBLogBF	95	Permutation
Cp4.1LG15	1138381	2238381	4.000000	Consensus	99	Consensus
Cp4.1LG15	3638381	4338381	4.000000	Consensus	99	Consensus
Cp4.1LG16	1394	601394	0.603179	HighSI	99	Permutation
Cp4.1LG16	1401394	2801394	0.624600	HighSI	99	Permutation
Cp4.1LG16	4301394	8601394	0.707906	HighSI	99	Permutation
Cp4.1LG16	4501394	8601394	0.282283	DeltaSI	99	Permutation
Cp4.1LG16	3801394	8601394	17.010109	Gstat	99	Permutation
Cp4.1LG16	101394	1301394	0.001937	ED4	99	Permutation
Cp4.1LG16	1801394	8601394	0.013186	ED4	99	Permutation
Cp4.1LG16	3801394	8601394	3.724226	LOD	99	Permutation
Cp4.1LG16	3801394	8601394	2.823603	BBLogBF	99	Permutation
Cp4.1LG16	1394	8601394	0.707906	HighSI	95	Permutation
Cp4.1LG16	201394	601394	0.122405	DeltaSI	95	Permutation
Cp4.1LG16	3201394	8601394	0.282283	DeltaSI	95	Permutation
Cp4.1LG16	1394	8601394	17.010109	Gstat	95	Permutation
Cp4.1LG16	1394	8601394	0.013186	ED4	95	Permutation
Cp4.1LG16	1394	8601394	3.724226	LOD	95	Permutation
Cp4.1LG16	1394	8601394	2.823603	BBLogBF	95	Permutation
Cp4.1LG16	6801394	8601394	3.197359	DeltaSI_Z	z3	ZScore
Cp4.1LG16	5101394	8601394	4.408139	Gstat_Z	z3	ZScore
Cp4.1LG16	4501394	8601394	8.619103	ED4_Z	z3	ZScore
Cp4.1LG16	5101394	8601394	4.388016	LOD_Z	z3	ZScore
Cp4.1LG16	5101394	8601394	4.581283	BBLogBF_Z	z3	ZScore
Cp4.1LG16	3801394	8601394	6.000000	Consensus	99	Consensus
Cp4.1LG16	4301394	8601394	0.707906	HighSI	99	HighConfidence
Cp4.1LG16	4501394	8601394	0.282283	DeltaSI	99	HighConfidence
Cp4.1LG16	3801394	8601394	17.010109	Gstat	99	HighConfidence
Cp4.1LG16	1801394	8601394	0.013186	ED4	99	HighConfidence
Cp4.1LG16	3801394	8601394	3.724226	LOD	99	HighConfidence
Cp4.1LG16	3801394	8601394	2.823603	BBLogBF	99	HighConfidence
Cp4.1LG16	1394	8601394	0.707906	HighSI	95	HighConfidence
Cp4.1LG16	3201394	8601394	0.282283	DeltaSI	95	HighConfidence
Cp4.1LG16	1394	8601394	17.010109	Gstat	95	HighConfidence
Cp4.1LG16	1394	8601394	0.013186	ED4	95	HighConfidence
Cp4.1LG16	1394	8601394	3.724226	LOD	95	HighConfidence
Cp4.1LG16	1394	8601394	2.823603	BBLogBF	95	HighConfidence
Cp4.1LG16	6801394	8601394	3.197359	DeltaSI_Z	z3	HighConfidence
Cp4.1LG16	5101394	8601394	4.408139	Gstat_Z	z3	HighConfidence
Cp4.1LG16	4501394	8601394	8.619103	ED4_Z	z3	HighConfidence
Cp4.1LG16	5101394	8601394	4.388016	LOD_Z	z3	HighConfidence
Cp4.1LG16	5101394	8601394	4.581283	BBLogBF_Z	z3	HighConfidence
Cp4.1LG17	7800983	8600983	7.727737	Gstat	99	Permutation
Cp4.1LG17	2400983	2600983	0.001706	ED4	99	Permutation
Cp4.1LG17	4200983	5400983	0.005872	ED4	99	Permutation
Cp4.1LG17	6300983	6400983	0.001212	ED4	99	Permutation
Cp4.1LG17	7000983	8600983	0.004334	ED4	99	Permutation
Cp4.1LG17	7800983	8600983	1.701145	LOD	99	Permutation
Cp4.1LG17	7800983	8600983	0.801726	BBLogBF	99	Permutation
Cp4.1LG17	4800983	4900983	0.567431	HighSI	95	Permutation
Cp4.1LG17	5600983	6000983	0.606485	LowSI	95	Permutation
Cp4.1LG17	7300983	8600983	-0.171647	DeltaSI	95	Permutation
Cp4.1LG17	2300983	3200983	4.313876	Gstat	95	Permutation
Cp4.1LG17	4200983	5400983	6.762182	Gstat	95	Permutation
Cp4.1LG17	6400983	8600983	7.736717	Gstat	95	Permutation
Cp4.1LG17	983	8600983	0.005872	ED4	95	Permutation
Cp4.1LG17	2300983	3200983	0.951736	LOD	95	Permutation
Cp4.1LG17	4200983	5400983	1.493293	LOD	95	Permutation
Cp4.1LG17	6400983	8600983	1.703135	LOD	95	Permutation
Cp4.1LG17	2300983	3200983	0.042004	BBLogBF	95	Permutation
Cp4.1LG17	4200983	5400983	0.597612	BBLogBF	95	Permutation
Cp4.1LG17	6300983	8600983	0.804130	BBLogBF	95	Permutation
Cp4.1LG17	4600983	4700983	3.084953	ED4_Z	z3	ZScore
Cp4.1LG17	7800983	8600983	4.000000	Consensus	99	Consensus
Cp4.1LG18	7504832	8304832	0.637548	HighSI	99	Permutation
Cp4.1LG18	6804832	8304832	0.266972	DeltaSI	99	Permutation
Cp4.1LG18	3204832	3204832	-0.171225	DeltaSI	99	Permutation
Cp4.1LG18	3204832	3504832	7.564527	Gstat	99	Permutation
Cp4.1LG18	6504832	8304832	14.484852	Gstat	99	Permutation
Cp4.1LG18	1704832	4304832	0.004377	ED4	99	Permutation
Cp4.1LG18	5604832	8304832	0.010696	ED4	99	Permutation
Cp4.1LG18	3204832	3504832	1.665096	LOD	99	Permutation
Cp4.1LG18	6504832	8304832	3.180007	LOD	99	Permutation
Cp4.1LG18	3204832	3604832	0.751900	BBLogBF	99	Permutation
Cp4.1LG18	6504832	8304832	2.279232	BBLogBF	99	Permutation
Cp4.1LG18	6404832	8304832	0.637548	HighSI	95	Permutation
Cp4.1LG18	6004832	8304832	0.266972	DeltaSI	95	Permutation
Cp4.1LG18	2704832	4104832	-0.171731	DeltaSI	95	Permutation
Cp4.1LG18	1104832	1604832	3.907935	Gstat	95	Permutation
Cp4.1LG18	2104832	4804832	7.564527	Gstat	95	Permutation
Cp4.1LG18	5404832	8304832	14.484852	Gstat	95	Permutation
Cp4.1LG18	4832	8304832	0.010696	ED4	95	Permutation
Cp4.1LG18	1104832	4804832	1.665096	LOD	95	Permutation
Cp4.1LG18	5404832	8304832	3.180007	LOD	95	Permutation
Cp4.1LG18	904832	8304832	2.279232	BBLogBF	95	Permutation
Cp4.1LG18	8204832	8304832	3.032319	DeltaSI_Z	z3	ZScore
Cp4.1LG18	7804832	8304832	3.509635	Gstat_Z	z3	ZScore
Cp4.1LG18	6704832	8304832	6.734464	ED4_Z	z3	ZScore
Cp4.1LG18	7804832	8304832	3.506044	LOD_Z	z3	ZScore
Cp4.1LG18	7704832	8304832	3.665744	BBLogBF_Z	z3	ZScore
Cp4.1LG18	3204832	3504832	5.000000	Consensus	99	Consensus
Cp4.1LG18	6504832	8304832	6.000000	Consensus	99	Consensus
Cp4.1LG18	7504832	8304832	0.637548	HighSI	99	HighConfidence
Cp4.1LG18	6804832	8304832	0.266972	DeltaSI	99	HighConfidence
Cp4.1LG18	6504832	8304832	14.484852	Gstat	99	HighConfidence
Cp4.1LG18	5604832	8304832	0.010696	ED4	99	HighConfidence
Cp4.1LG18	6504832	8304832	3.180007	LOD	99	HighConfidence
Cp4.1LG18	6504832	8304832	2.279232	BBLogBF	99	HighConfidence
Cp4.1LG18	6404832	8304832	0.637548	HighSI	95	HighConfidence
Cp4.1LG18	6004832	8304832	0.266972	DeltaSI	95	HighConfidence
Cp4.1LG18	5404832	8304832	14.484852	Gstat	95	HighConfidence
Cp4.1LG18	4832	8304832	0.010696	ED4	95	HighConfidence
Cp4.1LG18	5404832	8304832	3.180007	LOD	95	HighConfidence
Cp4.1LG18	904832	8304832	2.279232	BBLogBF	95	HighConfidence
Cp4.1LG18	8204832	8304832	3.032319	DeltaSI_Z	z3	HighConfidence
Cp4.1LG18	7804832	8304832	3.509635	Gstat_Z	z3	HighConfidence
Cp4.1LG18	6704832	8304832	6.734464	ED4_Z	z3	HighConfidence
Cp4.1LG18	7804832	8304832	3.506044	LOD_Z	z3	HighConfidence
Cp4.1LG18	7704832	8304832	3.665744	BBLogBF_Z	z3	HighConfidence
Cp4.1LG19	2204535	5404535	0.662201	HighSI	99	Permutation
Cp4.1LG19	2904535	3404535	0.181050	DeltaSI	99	Permutation
Cp4.1LG19	2604535	3804535	10.037386	Gstat	99	Permutation
Cp4.1LG19	1804535	4204535	0.004698	ED4	99	Permutation
Cp4.1LG19	5004535	7504535	0.002539	ED4	99	Permutation
Cp4.1LG19	2604535	3804535	2.203487	LOD	99	Permutation
Cp4.1LG19	2404535	3804535	1.276159	BBLogBF	99	Permutation
Cp4.1LG19	1804535	6604535	0.662201	HighSI	95	Permutation
Cp4.1LG19	2204535	4204535	0.181309	DeltaSI	95	Permutation
Cp4.1LG19	6004535	6704535	0.130469	DeltaSI	95	Permutation
Cp4.1LG19	104535	204535	3.311949	Gstat	95	Permutation
Cp4.1LG19	1904535	7404535	10.037386	Gstat	95	Permutation
Cp4.1LG19	4535	8204535	0.004698	ED4	95	Permutation
Cp4.1LG19	104535	204535	0.725991	LOD	95	Permutation
Cp4.1LG19	1904535	7404535	2.203487	LOD	95	Permutation
Cp4.1LG19	104535	204535	-0.185690	BBLogBF	95	Permutation
Cp4.1LG19	1904535	7404535	1.276159	BBLogBF	95	Permutation
Cp4.1LG19	2404535	3804535	6.000000	Consensus	99	Consensus
Cp4.1LG20	4041347	5341347	8.929138	Gstat	99	Permutation
Cp4.1LG20	5941347	5941347	6.984770	Gstat	99	Permutation
Cp4.1LG20	3541347	7641347	0.003614	ED4	99	Permutation
Cp4.1LG20	4041347	5341347	1.967480	LOD	99	Permutation
Cp4.1LG20	5941347	5941347	1.541258	LOD	99	Permutation
Cp4.1LG20	4041347	5341347	1.035832	BBLogBF	99	Permutation
Cp4.1LG20	5941347	5941347	0.612039	BBLogBF	99	Permutation
Cp4.1LG20	3841347	6741347	0.153988	DeltaSI	95	Permutation
Cp4.1LG20	3441347	7741347	8.929138	Gstat	95	Permutation
Cp4.1LG20	41347	8041347	0.003614	ED4	95	Permutation
Cp4.1LG20	3441347	7741347	1.967480	LOD	95	Permutation
Cp4.1LG20	3441347	7741347	1.035832	BBLogBF	95	Permutation
Cp4.1LG20	4041347	5341347	4.000000	Consensus	99	Consensus
Cp4.1LG20	5941347	5941347	4.000000	Consensus	99	Consensus
