CHROM	POS	HighSI	LowSI	DeltaSI	Gstat	ED4	LOD	BBLogBF	NumSNPs	MeanHighDP	MeanLowDP	HighSI_p99	HighSI_p95	HighSI_m_p99	HighSI_m_p95	LowSI_p99	LowSI_p95	LowSI_m_p99	LowSI_m_p95	DeltaSI_p99	DeltaSI_p95	DeltaSI_m_p99	DeltaSI_m_p95	Gstat_p99	Gstat_p95	ED4_p99	ED4_p95	LOD_p99	LOD_p95	BBLogBF_p99	BBLogBF_p95
Cp4.1LG06	1401166	0.551140	0.641886	-0.090747	3.765619	0.001366	0.835190	-0.061854	2226	152	59	0.611842	0.565789	0.381579	0.427632	0.661017	0.610169	0.338983	0.389831	0.186330	0.124331	-0.190121	-0.125111	7.189977	3.735579	0.001681	0.000478	1.580206	0.819128	0.665803	-0.095217
Cp4.1LG06	1501166	0.553885	0.644630	-0.090744	3.818308	0.001398	0.847117	-0.049569	2154	151	59	0.609272	0.562914	0.390728	0.423841	0.677966	0.610169	0.338983	0.389831	0.175216	0.123021	-0.214390	-0.128073	7.832814	4.153446	0.002113	0.000606	1.729936	0.916586	0.815850	0.002592
Cp4.1LG06	1601166	0.557744	0.647392	-0.089648	3.828615	0.001410	0.849610	-0.046735	2011	151	59	0.609272	0.562914	0.390728	0.423841	0.677966	0.610169	0.338983	0.389831	0.175216	0.123021	-0.214390	-0.128073	7.832814	4.153446	0.002113	0.000606	1.729936	0.916586	0.815850	0.002592
Cp4.1LG06	1701166	0.562611	0.650278	-0.087667	3.800234	0.001405	0.843510	-0.052324	1995	150	59	0.606667	0.573333	0.386667	0.433333	0.677966	0.610169	0.338983	0.406780	0.184068	0.129604	-0.199322	-0.133786	7.237688	3.842515	0.001820	0.000516	1.585330	0.850702	0.671761	-0.062911
Cp4.1LG06	1801166	0.568851	0.653530	-0.084679	3.732149	0.001385	0.828639	-0.066454	1923	151	59	0.609272	0.562914	0.390728	0.423841	0.677966	0.610169	0.338983	0.389831	0.175216	0.123021	-0.214390	-0.128073	7.832814	4.153446	0.002113	0.000606	1.729936	0.916586	0.815850	0.002592
Cp4.1LG06	1901166	0.576619	0.657136	-0.080517	3.626497	0.001352	0.805460	-0.088778	1936	151	59	0.609272	0.562914	0.390728	0.423841	0.677966	0.610169	0.338983	0.389831	0.175216	0.123021	-0.214390	-0.128073	7.832814	4.153446	0.002113	0.000606	1.729936	0.916586	0.815850	0.002592
Cp4.1LG06	2001166	0.585597	0.660403	-0.074806	3.478159	0.001299	0.772784	-0.120645	1946	151	59	0.609272	0.562914	0.390728	0.423841	0.677966	0.610169	0.338983	0.389831	0.175216	0.123021	-0.214390	-0.128073	7.832814	4.153446	0.002113	0.000606	1.729936	0.916586	0.815850	0.002592
Cp4.1LG06	2101166	0.594808	0.662289	-0.067481	3.292228	0.001222	0.731671	-0.161295	1972	153	60	0.594771	0.562092	0.392157	0.431373	0.666667	0.600000	0.316667	0.400000	0.206863	0.123529	-0.219935	-0.134313	9.784833	4.140286	0.002834	0.000576	2.178707	0.910211	1.261213	-0.007146
Cp4.1LG06	2201166	0.603634	0.662061	-0.058427	3.088539	0.001122	0.686398	-0.206847	1914	155	60	0.606452	0.567742	0.387097	0.432258	0.666667	0.600000	0.333333	0.383333	0.199462	0.134409	-0.212365	-0.122581	8.609995	4.187047	0.002431	0.000591	1.884021	0.924637	0.965868	0.006458
Cp4.1LG06	2301166	0.612289	0.660474	-0.048185	2.893914	0.001010	0.642885	-0.251355	1710	150	59	0.606667	0.573333	0.386667	0.433333	0.677966	0.610169	0.338983	0.406780	0.184068	0.129604	-0.199322	-0.133786	7.237688	3.842515	0.001820	0.000516	1.585330	0.850702	0.671761	-0.062911
Cp4.1LG06	2401166	0.620884	0.658509	-0.037625	2.720274	0.000897	0.603801	-0.291884	1541	152	59	0.611842	0.565789	0.381579	0.427632	0.661017	0.610169	0.338983	0.389831	0.186330	0.124331	-0.190121	-0.125111	7.189977	3.735579	0.001681	0.000478	1.580206	0.819128	0.665803	-0.095217
Cp4.1LG06	2501166	0.628892	0.656429	-0.027537	2.569427	0.000789	0.569625	-0.327672	1458	149	59	0.617450	0.570470	0.395973	0.429530	0.661017	0.593220	0.338983	0.389831	0.204300	0.126948	-0.184507	-0.119554	7.838959	3.961700	0.002132	0.000554	1.731283	0.868547	0.818009	-0.044587
Cp4.1LG06	2601166	0.635923	0.654470	-0.018547	2.448583	0.000700	0.542054	-0.356732	1378	146	59	0.595890	0.561644	0.397260	0.424658	0.677966	0.610169	0.322034	0.389831	0.219410	0.123868	-0.215463	-0.128164	8.582478	3.652285	0.002621	0.000475	1.887560	0.802986	0.975596	-0.108904
Cp4.1LG06	2701166	0.641974	0.652734	-0.010760	2.363083	0.000645	0.522354	-0.377520	1307	147	59	0.605442	0.564626	0.394558	0.435374	0.661017	0.610169	0.338983	0.389831	0.198548	0.130635	-0.188400	-0.134210	7.655694	4.166284	0.002017	0.000621	1.694513	0.915233	0.782032	0.002919
Cp4.1LG06	2801166	0.647019	0.651079	-0.004060	2.312002	0.000621	0.510354	-0.390189	1237	145	59	0.600000	0.558621	0.393103	0.427586	0.661017	0.593220	0.322034	0.389831	0.209000	0.128580	-0.209585	-0.117943	9.419655	3.686734	0.003164	0.000489	2.070520	0.808671	1.158980	-0.102779
Cp4.1LG06	2901166	0.651083	0.649332	0.001751	2.288513	0.000619	0.504579	-0.396292	1140	146	60	0.589041	0.554795	0.397260	0.431507	0.650000	0.616667	0.333333	0.400000	0.200914	0.120548	-0.187215	-0.120548	7.353139	3.218618	0.001863	0.000364	1.622454	0.707170	0.707946	-0.207274
Cp4.1LG06	3001166	0.654600	0.647499	0.007101	2.284353	0.000629	0.503184	-0.397872	1080	150	59	0.606667	0.573333	0.386667	0.433333	0.677966	0.610169	0.338983	0.406780	0.184068	0.129604	-0.199322	-0.133786	7.237688	3.842515	0.001820	0.000516	1.585330	0.850702	0.671761	-0.062911
Cp4.1LG06	3101166	0.658294	0.645558	0.012736	2.296445	0.000645	0.505401	-0.395996	997	153	59	0.607843	0.562092	0.392157	0.431373	0.677966	0.593220	0.322034	0.389831	0.191868	0.121414	-0.210258	-0.127728	7.600404	3.740326	0.001954	0.000490	1.661591	0.822089	0.746832	-0.092663
Cp4.1LG06	3201166	0.662623	0.643315	0.019308	2.329112	0.000667	0.512274	-0.389742	1067	156	59	0.602564	0.557692	0.391026	0.429487	0.644068	0.610169	0.338983	0.389831	0.195784	0.119730	-0.193502	-0.129400	6.752538	3.752613	0.001482	0.000488	1.471725	0.826763	0.555821	-0.089162
Cp4.1LG06	3301166	0.667756	0.640605	0.027150	2.384070	0.000689	0.524270	-0.378279	1061	158	59	0.601266	0.563291	0.386076	0.436709	0.661017	0.593220	0.322034	0.389831	0.207144	0.126904	-0.192663	-0.120790	8.903589	3.734384	0.002635	0.000458	1.967855	0.821979	1.051023	-0.094661
Cp4.1LG06	3401166	0.673607	0.637565	0.036043	2.459327	0.000702	0.540823	-0.361954	1150	161	59	0.602484	0.565217	0.385093	0.428571	0.661017	0.610169	0.338983	0.389831	0.201916	0.124539	-0.175386	-0.122855	7.541097	4.055365	0.001918	0.000554	1.659582	0.892764	0.741755	-0.024983
Cp4.1LG06	3501166	0.678349	0.634650	0.043700	2.537567	0.000699	0.558070	-0.344605	1245	165	59	0.587879	0.557576	0.393939	0.436364	0.677966	0.610169	0.338983	0.389831	0.188290	0.115665	-0.189523	-0.125321	6.797793	3.454151	0.001538	0.000396	1.491314	0.765772	0.572122	-0.153454
Cp4.1LG06	3601166	0.680069	0.631891	0.048179	2.604484	0.000681	0.572957	-0.329467	1194	164	59	0.603659	0.560976	0.402439	0.432927	0.677966	0.610169	0.322034	0.389831	0.184064	0.125051	-0.221269	-0.135180	10.346882	3.906776	0.003450	0.000508	2.287832	0.864919	1.368792	-0.053961
Cp4.1LG06	3701166	0.679403	0.629177	0.050226	2.659344	0.000662	0.585485	-0.316713	1191	166	59	0.590361	0.560241	0.397590	0.433735	0.661017	0.610169	0.338983	0.389831	0.181336	0.124464	-0.211456	-0.131611	8.128455	4.009755	0.002191	0.000539	1.787707	0.882862	0.868127	-0.036664
Cp4.1LG06	3801166	0.677378	0.626172	0.051206	2.701578	0.000648	0.595460	-0.306651	1161	168	59	0.595238	0.559524	0.398810	0.428571	0.661017	0.610169	0.338983	0.389831	0.188458	0.118846	-0.198548	-0.131659	7.277416	3.923708	0.001749	0.000507	1.598751	0.868662	0.678521	-0.051583
Cp4.1LG06	3901166	0.674928	0.623002	0.051926	2.732610	0.000642	0.602949	-0.299289	1210	167	59	0.580838	0.556886	0.389222	0.431138	0.677966	0.610169	0.322034	0.389831	0.181975	0.123211	-0.213844	-0.128184	8.214406	3.846088	0.002091	0.000494	1.817099	0.847102	0.897080	-0.072763
Cp4.1LG06	4001166	0.672250	0.620144	0.052106	2.751057	0.000639	0.607497	-0.295041	1175	168	59	0.595238	0.559524	0.398810	0.428571	0.661017	0.610169	0.338983	0.389831	0.188458	0.118846	-0.198548	-0.131659	7.277416	3.923708	0.001749	0.000507	1.598751	0.868662	0.678521	-0.051583
Cp4.1LG06	4101166	0.669255	0.617759	0.051496	2.755817	0.000637	0.608869	-0.293934	1135	167	58	0.598802	0.562874	0.395210	0.431138	0.655172	0.603448	0.344828	0.396552	0.165600	0.110985	-0.206793	-0.130394	7.336622	3.702469	0.001829	0.000466	1.613728	0.819496	0.696537	-0.097686
Cp4.1LG06	4201166	0.666294	0.615903	0.050391	2.747161	0.000630	0.607134	-0.295735	1118	166	58	0.596386	0.560241	0.397590	0.433735	0.672414	0.603448	0.344828	0.379310	0.185292	0.127544	-0.230162	-0.124013	9.296712	4.032723	0.002806	0.000552	2.052861	0.882579	1.135904	-0.034201
Cp4.1LG06	4301166	0.663703	0.614661	0.049042	2.731073	0.000622	0.603621	-0.299048	1159	168	58	0.601190	0.565476	0.392857	0.434524	0.655172	0.603448	0.327586	0.379310	0.204638	0.128490	-0.203407	-0.123153	7.970988	3.875816	0.002149	0.000512	1.752152	0.855062	0.834627	-0.062429
Cp4.1LG06	4401166	0.661276	0.613908	0.047368	2.714043	0.000616	0.599872	-0.302348	1283	168	58	0.601190	0.565476	0.392857	0.434524	0.655172	0.603448	0.327586	0.379310	0.204638	0.128490	-0.203407	-0.123153	7.970988	3.875816	0.002149	0.000512	1.752152	0.855062	0.834627	-0.062429
Cp4.1LG06	4501166	0.658422	0.613354	0.045069	2.696199	0.000614	0.595967	-0.305572	1397	168	58	0.601190	0.565476	0.392857	0.434524	0.655172	0.603448	0.327586	0.379310	0.204638	0.128490	-0.203407	-0.123153	7.970988	3.875816	0.002149	0.000512	1.752152	0.855062	0.834627	-0.062429
Cp4.1LG06	4601166	0.654398	0.612662	0.041736	2.671852	0.000613	0.590669	-0.310108	1447	170	59	0.588235	0.564706	0.394118	0.435294	0.661017	0.610169	0.322034	0.406780	0.197009	0.123330	-0.189731	-0.127816	8.443267	3.714216	0.002306	0.000456	1.863390	0.816115	0.942412	-0.104731
Cp4.1LG06	4701166	0.648398	0.611674	0.036724	2.634492	0.000612	0.582552	-0.317516	1587	175	59	0.588571	0.560000	0.388571	0.440000	0.661017	0.610169	0.322034	0.389831	0.203293	0.118354	-0.187312	-0.119128	7.462458	3.256337	0.001741	0.000345	1.656489	0.718406	0.733831	-0.204097
Cp4.1LG06	4801166	0.640063	0.610461	0.029602	2.584576	0.000612	0.571717	-0.327818	1712	174	59	0.580460	0.557471	0.408046	0.442529	0.661017	0.593220	0.338983	0.389831	0.190045	0.121663	-0.195500	-0.115332	7.655060	3.674284	0.001846	0.000441	1.698666	0.807347	0.776321	-0.114782
Cp4.1LG06	4901166	0.629904	0.609165	0.020739	2.525237	0.000610	0.558819	-0.340469	1904	176	59	0.590909	0.562500	0.397727	0.437500	0.661017	0.610169	0.322034	0.389831	0.189811	0.121629	-0.206856	-0.121533	7.950945	3.943412	0.002018	0.000502	1.752145	0.868286	0.829295	-0.054483
Cp4.1LG06	5001166	0.619033	0.608025	0.011008	2.458955	0.000605	0.544266	-0.355191	1960	175	59	0.588571	0.560000	0.388571	0.440000	0.661017	0.610169	0.322034	0.389831	0.203293	0.118354	-0.187312	-0.119128	7.462458	3.256337	0.001741	0.000345	1.656489	0.718406	0.733831	-0.204097
Cp4.1LG06	5101166	0.608964	0.607300	0.001664	2.393525	0.000596	0.529615	-0.370517	2025	174	59	0.580460	0.557471	0.408046	0.442529	0.661017	0.593220	0.338983	0.389831	0.190045	0.121663	-0.195500	-0.115332	7.655060	3.674284	0.001846	0.000441	1.698666	0.807347	0.776321	-0.114782
Cp4.1LG06	5201166	0.600998	0.607184	-0.006186	2.341054	0.000584	0.517644	-0.383548	1988	174	60	0.591954	0.557471	0.402299	0.436782	0.666667	0.600000	0.333333	0.383333	0.169540	0.117816	-0.196551	-0.122414	6.866705	3.727222	0.001492	0.000440	1.510028	0.825946	0.585157	-0.098896
Cp4.1LG06	5301166	0.594976	0.607421	-0.012445	2.308088	0.000576	0.510049	-0.392323	2051	171	60	0.608187	0.561404	0.403509	0.438596	0.666667	0.616667	0.333333	0.400000	0.201462	0.130409	-0.188012	-0.123976	7.453389	4.155742	0.001735	0.000547	1.637224	0.920205	0.713374	-0.003715
Cp4.1LG06	5401166	0.590144	0.607615	-0.017470	2.295973	0.000574	0.507253	-0.396274	1932	171	60	0.608187	0.561404	0.403509	0.438596	0.666667	0.616667	0.333333	0.400000	0.201462	0.130409	-0.188012	-0.123976	7.453389	4.155742	0.001735	0.000547	1.637224	0.920205	0.713374	-0.003715
Cp4.1LG06	5501166	0.586038	0.607623	-0.021585	2.296892	0.000579	0.507522	-0.397028	1798	170	60	0.594118	0.558824	0.394118	0.429412	0.683333	0.600000	0.333333	0.383333	0.196079	0.129412	-0.211765	-0.126471	8.230757	4.180994	0.002164	0.000561	1.807795	0.916654	0.884220	-0.006860
Cp4.1LG06	5601166	0.582187	0.607324	-0.025137	2.302203	0.000587	0.508825	-0.396587	1766	170	60	0.594118	0.558824	0.394118	0.429412	0.683333	0.600000	0.333333	0.383333	0.196079	0.129412	-0.211765	-0.126471	8.230757	4.180994	0.002164	0.000561	1.807795	0.916654	0.884220	-0.006860
Cp4.1LG06	5701166	0.578270	0.606722	-0.028452	2.308866	0.000597	0.510416	-0.395695	1677	172	60	0.593023	0.558140	0.401163	0.430233	0.666667	0.616667	0.350000	0.400000	0.173256	0.113179	-0.186434	-0.124031	6.457182	3.493216	0.001322	0.000392	1.428702	0.768661	0.504348	-0.155520
Cp4.1LG06	5801166	0.574029	0.605854	-0.031825	2.317192	0.000606	0.512352	-0.394380	1640	172	60	0.593023	0.558140	0.401163	0.430233	0.666667	0.616667	0.350000	0.400000	0.173256	0.113179	-0.186434	-0.124031	6.457182	3.493216	0.001322	0.000392	1.428702	0.768661	0.504348	-0.155520
Cp4.1LG06	5901166	0.569701	0.604828	-0.035127	2.327931	0.000614	0.514835	-0.392492	1538	174	60	0.591954	0.557471	0.402299	0.436782	0.666667	0.600000	0.333333	0.383333	0.169540	0.117816	-0.196551	-0.122414	6.866705	3.727222	0.001492	0.000440	1.510028	0.825946	0.585157	-0.098896
Cp4.1LG06	6001166	0.565618	0.603848	-0.038230	2.342289	0.000622	0.518170	-0.389797	1541	174	61	0.591954	0.557471	0.396552	0.436782	0.655738	0.606557	0.327869	0.393443	0.205766	0.118900	-0.204258	-0.128038	9.518690	3.662902	0.002698	0.000415	2.104379	0.802479	1.176733	-0.124961
Cp4.1LG06	6101166	0.561941	0.603104	-0.041163	2.362449	0.000629	0.522885	-0.385755	1476	174	61	0.591954	0.557471	0.396552	0.436782	0.655738	0.606557	0.327869	0.393443	0.205766	0.118900	-0.204258	-0.128038	9.518690	3.662902	0.002698	0.000415	2.104379	0.802479	1.176733	-0.124961
Cp4.1LG06	6201166	0.558286	0.602588	-0.044303	2.391305	0.000639	0.529640	-0.379698	1465	175	62	0.588571	0.560000	0.405714	0.434286	0.645161	0.596774	0.354839	0.403226	0.165161	0.112074	-0.184332	-0.118802	7.183277	3.310182	0.001519	0.000331	1.587172	0.726367	0.656691	-0.203982
Cp4.1LG06	6301166	0.554081	0.602011	-0.047929	2.428228	0.000652	0.538244	-0.371897	1416	173	62	0.595376	0.554913	0.404624	0.433526	0.677419	0.612903	0.338710	0.387097	0.174529	0.114581	-0.210423	-0.127354	8.085996	3.741308	0.001961	0.000424	1.781337	0.826370	0.851536	-0.103374
Cp4.1LG06	6401166	0.548541	0.600994	-0.052454	2.473708	0.000670	0.548792	-0.362476	1280	174	62	0.597701	0.557471	0.396552	0.431034	0.661290	0.612903	0.322581	0.387097	0.196885	0.117538	-0.188728	-0.124397	8.211611	3.943933	0.001933	0.000472	1.819135	0.868592	0.888901	-0.061462
Cp4.1LG06	6501166	0.540711	0.599072	-0.058361	2.536162	0.000696	0.563159	-0.349805	1166	177	63	0.593220	0.559322	0.406780	0.440678	0.650794	0.603175	0.317460	0.396825	0.204466	0.125101	-0.180522	-0.114878	9.892847	3.667493	0.002722	0.000395	2.188049	0.805026	1.254297	-0.128510
Cp4.1LG06	6601166	0.529804	0.595526	-0.065722	2.629575	0.000739	0.584390	-0.331256	1057	180	63	0.588889	0.561111	0.400000	0.433333	0.650794	0.603175	0.349206	0.396825	0.196032	0.111112	-0.192064	-0.108731	7.890240	3.260366	0.001731	0.000309	1.746069	0.714402	0.811414	-0.220070
Cp4.1LG06	6701166	0.515893	0.589893	-0.074000	2.769512	0.000813	0.615788	-0.304286	918	173	64	0.595376	0.560694	0.387283	0.433526	0.656250	0.593750	0.328125	0.390625	0.193822	0.115697	-0.193822	-0.123826	7.710845	3.787106	0.001699	0.000409	1.685749	0.831913	0.750999	-0.102797
Cp4.1LG06	6801166	0.500390	0.582632	-0.082242	2.966159	0.000937	0.659440	-0.267529	789	175	65	0.594286	0.560000	0.411429	0.440000	0.661538	0.600000	0.338462	0.400000	0.182417	0.117802	-0.178022	-0.125714	7.603007	3.898771	0.001614	0.000422	1.672620	0.862701	0.734743	-0.075170
Cp4.1LG06	6901166	0.485500	0.575025	-0.089525	3.233626	0.001123	0.718495	-0.218690	598	170	67	0.600000	0.558824	0.411765	0.435294	0.641791	0.597015	0.343284	0.402985	0.197015	0.129587	-0.168481	-0.120544	7.919790	3.962269	0.001695	0.000431	1.733797	0.870456	0.792989	-0.070339
Cp4.1LG06	7001166	0.472511	0.567452	-0.094941	3.564620	0.001367	0.791494	-0.159969	488	175	69	0.600000	0.560000	0.400000	0.434286	0.652174	0.594203	0.333333	0.391304	0.172588	0.119917	-0.177060	-0.113788	6.812197	3.840802	0.001182	0.000381	1.491275	0.841936	0.544175	-0.105154
Cp4.1LG06	7101166	0.462481	0.560821	-0.098340	3.883192	0.001626	0.861324	-0.107383	509	187	70	0.588235	0.561497	0.401070	0.438503	0.628571	0.600000	0.328571	0.400000	0.179450	0.113369	-0.163330	-0.106188	7.012619	3.674529	0.001166	0.000330	1.547312	0.807691	0.593903	-0.145627
Cp4.1LG06	7201166	0.457157	0.555985	-0.098828	4.099368	0.001799	0.907296	-0.075181	445	187	71	0.588235	0.561497	0.390374	0.433155	0.647887	0.605634	0.338028	0.408451	0.182120	0.110793	-0.202606	-0.122920	7.567520	4.267280	0.001342	0.000434	1.666802	0.934454	0.711193	-0.021066
Cp4.1LG06	7301166	0.452642	0.551431	-0.098788	4.273750	0.001859	0.942982	-0.043263	311	203	75	0.586207	0.556650	0.413793	0.443350	0.653333	0.586667	0.346667	0.413333	0.176355	0.106798	-0.178391	-0.110279	7.946204	3.516333	0.001311	0.000261	1.747472	0.772854	0.778462	-0.196096
Cp4.1LG06	7401166	0.447163	0.547087	-0.099924	4.437252	0.001862	0.976463	-0.005945	302	205	76	0.580488	0.556098	0.409756	0.443902	0.644737	0.592105	0.368421	0.407895	0.159884	0.108730	-0.173042	-0.117009	6.822702	3.848338	0.000937	0.000295	1.502702	0.845856	0.531034	-0.125752
Cp4.1LG06	7501166	0.442750	0.544250	-0.101500	4.554780	0.001839	1.000606	0.025050	284	211	77	0.587678	0.554502	0.407583	0.440758	0.649351	0.597403	0.350649	0.402597	0.171909	0.104512	-0.172955	-0.110298	7.654964	3.834344	0.001138	0.000290	1.685176	0.839285	0.709767	-0.136037
Cp4.1LG06	7601166	0.440069	0.542952	-0.102883	4.634502	0.001815	1.017183	0.048308	285	211	77	0.587678	0.554502	0.407583	0.440758	0.649351	0.597403	0.350649	0.402597	0.171909	0.104512	-0.172955	-0.110298	7.654964	3.834344	0.001138	0.000290	1.685176	0.839285	0.709767	-0.136037
Cp4.1LG06	7701166	0.438347	0.542313	-0.103966	4.700840	0.001804	1.031488	0.068376	260	212	78	0.589623	0.556604	0.400943	0.443396	0.653846	0.589744	0.358974	0.397436	0.151790	0.109942	-0.182753	-0.111878	7.516648	3.850358	0.001069	0.000287	1.655569	0.841786	0.677848	-0.135841
Cp4.1LG06	7801166	0.436756	0.541470	-0.104714	4.757539	0.001800	1.044021	0.086008	269	212	78	0.589623	0.556604	0.400943	0.443396	0.653846	0.589744	0.358974	0.397436	0.151790	0.109942	-0.182753	-0.111878	7.516648	3.850358	0.001069	0.000287	1.655569	0.841786	0.677848	-0.135841
Cp4.1LG06	7901166	0.434764	0.539891	-0.105126	4.798102	0.001792	1.053106	0.099619	268	209	77	0.588517	0.559809	0.401914	0.440191	0.649351	0.597403	0.350649	0.402597	0.172249	0.114833	-0.197540	-0.118251	8.898228	4.113332	0.001565	0.000335	1.947701	0.905749	0.972898	-0.069057
Cp4.1LG06	8001166	0.432226	0.537441	-0.105215	4.818815	0.001767	1.057822	0.108194	269	209	78	0.583732	0.555024	0.421053	0.440191	0.641026	0.589744	0.371795	0.410256	0.151270	0.101338	-0.167157	-0.114158	6.733288	3.563046	0.000878	0.000248	1.480292	0.779965	0.503438	-0.196824
Cp4.1LG06	8101166	0.429433	0.534310	-0.104877	4.817765	0.001719	1.057680	0.111071	279	206	77	0.582524	0.558252	0.417476	0.441748	0.636364	0.584416	0.350649	0.402597	0.167066	0.106986	-0.165490	-0.106986	7.259827	3.752154	0.001051	0.000283	1.594619	0.821232	0.620642	-0.152691
Cp4.1LG06	8201166	0.427170	0.531305	-0.104135	4.795424	0.001656	1.052782	0.109072	329	188	70	0.585106	0.553191	0.409574	0.441489	0.657143	0.600000	0.328571	0.400000	0.162462	0.110334	-0.176443	-0.121277	7.005359	3.816724	0.001106	0.000355	1.540881	0.838729	0.587201	-0.114902
Cp4.1LG06	8301166	0.426547	0.528886	-0.102340	4.731230	0.001582	1.038670	0.098999	358	203	70	0.586207	0.556650	0.399015	0.438424	0.642857	0.600000	0.342857	0.400000	0.183744	0.110837	-0.166995	-0.116749	7.121311	3.855776	0.001177	0.000347	1.563659	0.850507	0.605617	-0.107591
Cp4.1LG06	8401166	0.428191	0.526716	-0.098525	4.618751	0.001508	1.013914	0.079271	450	187	67	0.593583	0.561497	0.395722	0.443850	0.671642	0.597015	0.343284	0.388060	0.203288	0.119084	-0.191475	-0.110384	8.883020	3.988460	0.002010	0.000402	1.956691	0.869091	1.010170	-0.077302
Cp4.1LG06	8501166	0.431973	0.524041	-0.092068	4.441839	0.001435	0.974977	0.046502	518	195	66	0.579487	0.553846	0.394872	0.441026	0.651515	0.606061	0.348485	0.409091	0.165268	0.109091	-0.210723	-0.128904	8.742141	4.085683	0.001972	0.000433	1.924728	0.900178	0.978274	-0.046206
Cp4.1LG06	8601166	0.437258	0.519528	-0.082269	4.180529	0.001366	0.917603	-0.004124	515	194	66	0.582474	0.556701	0.402062	0.432990	0.651515	0.590909	0.333333	0.393939	0.182131	0.116682	-0.177913	-0.117307	7.377452	3.687384	0.001407	0.000355	1.616019	0.809532	0.669924	-0.136541
Cp4.1LG06	8701166	0.442623	0.512846	-0.070223	3.869372	0.001321	0.849668	-0.066699	597	199	70	0.587940	0.557789	0.417085	0.437186	0.642857	0.600000	0.342857	0.400000	0.176310	0.119168	-0.172075	-0.111773	8.039648	4.002177	0.001512	0.000376	1.761570	0.875764	0.804651	-0.081115
Cp4.1LG06	8801166	0.447381	0.505306	-0.057924	3.588645	0.001284	0.789826	-0.125125	684	207	73	0.584541	0.550725	0.405797	0.439614	0.630137	0.602740	0.342466	0.397260	0.160744	0.108398	-0.166369	-0.111574	6.725607	3.586975	0.000978	0.000280	1.475210	0.788663	0.509396	-0.177133
Cp4.1LG06	8901166	0.456633	0.504271	-0.047638	3.444068	0.001236	0.762140	-0.157299	718	202	70	0.589109	0.554455	0.410891	0.440594	0.642857	0.600000	0.328571	0.400000	0.186846	0.114851	-0.173125	-0.111033	7.428538	3.976749	0.001279	0.000368	1.625968	0.877120	0.668225	-0.080642
Cp4.1LG06	9001166	0.468843	0.510002	-0.041159	3.442800	0.001182	0.766735	-0.160438	710	200	70	0.585000	0.560000	0.405000	0.440000	0.642857	0.600000	0.357143	0.400000	0.187143	0.103571	-0.164286	-0.116429	9.626537	3.604332	0.002137	0.000298	2.104757	0.781499	1.147563	-0.175651
Cp4.1LG06	9101166	0.479814	0.517704	-0.037891	3.507983	0.001135	0.785103	-0.149246	693	201	71	0.597015	0.552239	0.407960	0.442786	0.647887	0.591549	0.338028	0.394366	0.168663	0.113937	-0.178614	-0.110644	6.818541	3.734135	0.001055	0.000321	1.500751	0.819615	0.540979	-0.140096
Cp4.1LG06	9201166	0.487925	0.523672	-0.035747	3.561363	0.001094	0.799688	-0.139824	830	196	69	0.581633	0.556122	0.408163	0.438776	0.666667	0.594203	0.347826	0.391304	0.180125	0.114611	-0.191142	-0.118900	7.605362	3.981687	0.001387	0.000385	1.673565	0.874023	0.719749	-0.079726
Cp4.1LG06	9301166	0.491131	0.525390	-0.034259	3.573251	0.001063	0.803803	-0.138388	952	193	68	0.590674	0.554404	0.409326	0.440415	0.647059	0.602941	0.352941	0.411765	0.164203	0.108885	-0.166870	-0.116732	6.913283	3.412801	0.001173	0.000291	1.524241	0.752642	0.573601	-0.197936
Cp4.1LG06	9401166	0.488417	0.521763	-0.033346	3.539228	0.001040	0.796502	-0.145765	955	193	68	0.590674	0.554404	0.409326	0.440415	0.647059	0.602941	0.352941	0.411765	0.164203	0.108885	-0.166870	-0.116732	6.913283	3.412801	0.001173	0.000291	1.524241	0.752642	0.573601	-0.197936
Cp4.1LG06	9501166	0.482313	0.515094	-0.032781	3.481325	0.001026	0.783201	-0.157607	1023	192	68	0.593750	0.557292	0.411458	0.437500	0.647059	0.588235	0.338235	0.397059	0.180147	0.115196	-0.170649	-0.117647	6.862848	3.831519	0.001142	0.000368	1.496848	0.844154	0.546592	-0.106131
Cp4.1LG06	9601166	0.475230	0.507774	-0.032544	3.418886	0.001017	0.768702	-0.170333	1066	191	67	0.591623	0.560209	0.408377	0.434555	0.656716	0.597015	0.343284	0.402985	0.172931	0.119013	-0.170587	-0.113777	7.666245	3.563264	0.001499	0.000322	1.685231	0.788587	0.737560	-0.159078
Cp4.1LG06	9701166	0.468135	0.500923	-0.032788	3.361309	0.001008	0.755314	-0.182205	1065	191	67	0.591623	0.560209	0.408377	0.434555	0.656716	0.597015	0.343284	0.402985	0.172931	0.119013	-0.170587	-0.113777	7.666245	3.563264	0.001499	0.000322	1.685231	0.788587	0.737560	-0.159078
Cp4.1LG06	9801166	0.461936	0.495404	-0.033468	3.314310	0.000996	0.744408	-0.192069	1052	192	67	0.593750	0.562500	0.406250	0.437500	0.671642	0.611940	0.343284	0.402985	0.167133	0.110230	-0.204291	-0.125156	7.824683	4.086066	0.001549	0.000429	1.722560	0.897232	0.774575	-0.050678
