CHROM	POS	HighSI	LowSI	DeltaSI	Gstat	ED	LOD	BBLogBF	NumSNPs	MeanHighDP	MeanLowDP	HighSI_p99	HighSI_p95	HighSI_m_p99	HighSI_m_p95	LowSI_p99	LowSI_p95	LowSI_m_p99	LowSI_m_p95	DeltaSI_p99	DeltaSI_p95	DeltaSI_m_p99	DeltaSI_m_p95	Gstat_p99	Gstat_p95	ED_p99	ED_p95	LOD_p99	LOD_p95	BBLogBF_p99	BBLogBF_p95
Cp4.1LG06	4001166	0.671787	0.619939	0.051847	2.753605	0.096732	0.608069	-0.294436	1175	168	59	0.595238	0.559524	0.404762	0.434524	0.661017	0.610169	0.322034	0.389831	0.187550	0.115214	-0.208636	-0.128934	8.455025	3.954906	0.216909	0.150929	1.865971	0.873137	0.945655	-0.047084
Cp4.1LG06	4101166	0.668852	0.617557	0.051294	2.755571	0.096888	0.608823	-0.293948	1135	167	58	0.592814	0.562874	0.383234	0.425150	0.689655	0.620690	0.310345	0.396552	0.197915	0.118418	-0.224034	-0.137105	9.530104	4.328624	0.234565	0.158889	2.103882	0.956832	1.186589	0.039587
Cp4.1LG06	4201166	0.665917	0.615703	0.050214	2.746978	0.096912	0.607103	-0.295734	1118	166	58	0.608434	0.566265	0.403614	0.433735	0.672414	0.620690	0.362069	0.396552	0.168051	0.114666	-0.218945	-0.132738	8.375123	3.717364	0.218945	0.147279	1.855338	0.813887	0.938337	-0.102891
Cp4.1LG06	4301166	0.663346	0.614465	0.048881	2.730942	0.096874	0.603602	-0.299036	1159	168	58	0.595238	0.559524	0.398810	0.434524	0.655172	0.603448	0.327586	0.396552	0.197455	0.115969	-0.208743	-0.129105	7.654502	3.636808	0.210591	0.145731	1.676753	0.798400	0.759268	-0.119056
Cp4.1LG06	4401166	0.660940	0.613718	0.047221	2.713957	0.096844	0.599864	-0.302326	1283	168	58	0.595238	0.559524	0.398810	0.434524	0.655172	0.603448	0.327586	0.396552	0.197455	0.115969	-0.208743	-0.129105	7.654502	3.636808	0.210591	0.145731	1.676753	0.798400	0.759268	-0.119056
Cp4.1LG06	4501166	0.658114	0.613175	0.044939	2.696158	0.096786	0.595969	-0.305542	1397	168	58	0.595238	0.559524	0.398810	0.434524	0.655172	0.603448	0.327586	0.396552	0.197455	0.115969	-0.208743	-0.129105	7.654502	3.636808	0.210591	0.145731	1.676753	0.798400	0.759268	-0.119056
Cp4.1LG06	4601166	0.654117	0.612497	0.041620	2.671878	0.096597	0.590685	-0.310066	1447	170	59	0.588235	0.558824	0.400000	0.429412	0.661017	0.610169	0.338983	0.389831	0.185943	0.122632	-0.225025	-0.135095	8.015410	3.759965	0.213958	0.146859	1.766306	0.823987	0.845362	-0.096847
Cp4.1LG06	4701166	0.648101	0.611524	0.036577	2.634712	0.096224	0.582611	-0.317436	1587	175	59	0.594286	0.560000	0.394286	0.434286	0.677966	0.610169	0.322034	0.389831	0.204068	0.107893	-0.226537	-0.124842	9.123901	3.803379	0.226537	0.146925	2.016097	0.838679	1.093483	-0.083800
Cp4.1LG06	4801166	0.639717	0.610329	0.029388	2.585866	0.095737	0.572013	-0.327505	1712	174	59	0.591954	0.563218	0.402299	0.436782	0.661017	0.610169	0.338983	0.406780	0.177674	0.121663	-0.179135	-0.127995	5.992948	3.698835	0.184590	0.145237	1.327399	0.810577	0.405142	-0.111540
Cp4.1LG06	4901166	0.629548	0.609053	0.020495	2.530894	0.095183	0.560086	-0.339190	1904	176	59	0.585227	0.562500	0.403409	0.437500	0.677966	0.610169	0.322034	0.389831	0.183841	0.121533	-0.189523	-0.127214	7.519330	3.712221	0.206568	0.144549	1.654500	0.827420	0.731679	-0.095457
Cp4.1LG06	5001166	0.618725	0.607930	0.010795	2.471822	0.094520	0.547135	-0.352314	1960	175	59	0.594286	0.560000	0.394286	0.434286	0.677966	0.610169	0.322034	0.389831	0.204068	0.107893	-0.226537	-0.124842	9.123901	3.803379	0.226537	0.146925	2.016097	0.838679	1.093483	-0.083800
Cp4.1LG06	5101166	0.608741	0.607214	0.001526	2.414256	0.093822	0.534231	-0.365895	2025	174	59	0.591954	0.563218	0.402299	0.436782	0.661017	0.610169	0.338983	0.406780	0.177674	0.121663	-0.179135	-0.127995	5.992948	3.698835	0.184590	0.145237	1.327399	0.810577	0.405142	-0.111540
Cp4.1LG06	5201166	0.600867	0.607100	-0.006234	2.368317	0.093239	0.523710	-0.377476	1988	174	60	0.591954	0.557471	0.396552	0.436782	0.666667	0.616667	0.333333	0.400000	0.179310	0.111494	-0.194827	-0.127586	6.508697	3.717282	0.191380	0.144253	1.429038	0.824196	0.504188	-0.100692
Cp4.1LG06	5301166	0.594923	0.607337	-0.012414	2.339671	0.092889	0.517075	-0.385293	2051	171	60	0.596491	0.561404	0.403509	0.438596	0.666667	0.616667	0.350000	0.400000	0.171345	0.118128	-0.205556	-0.132164	7.120699	3.907275	0.200584	0.148831	1.565532	0.861228	0.641630	-0.062645
Cp4.1LG06	5401166	0.590145	0.607528	-0.017384	2.329536	0.092813	0.514718	-0.388807	1932	171	60	0.596491	0.561404	0.403509	0.438596	0.666667	0.616667	0.350000	0.400000	0.171345	0.118128	-0.205556	-0.132164	7.120699	3.907275	0.200584	0.148831	1.565532	0.861228	0.641630	-0.062645
Cp4.1LG06	5501166	0.586065	0.607532	-0.021467	2.330776	0.092916	0.515057	-0.389492	1798	170	60	0.594118	0.564706	0.400000	0.435294	0.666667	0.600000	0.333333	0.400000	0.174509	0.114706	-0.188235	-0.126471	7.222308	3.424269	0.200980	0.139215	1.597285	0.757748	0.673627	-0.165815
Cp4.1LG06	5601166	0.582221	0.607228	-0.025007	2.335653	0.093106	0.516263	-0.389149	1766	170	60	0.594118	0.564706	0.400000	0.435294	0.666667	0.600000	0.333333	0.400000	0.174509	0.114706	-0.188235	-0.126471	7.222308	3.424269	0.200980	0.139215	1.597285	0.757748	0.673627	-0.165815
Cp4.1LG06	5701166	0.578310	0.606622	-0.028312	2.341870	0.093368	0.517755	-0.388357	1677	172	60	0.593023	0.558140	0.401163	0.436047	0.666667	0.600000	0.350000	0.400000	0.191473	0.111628	-0.205039	-0.129070	8.003699	3.723057	0.211240	0.144961	1.749258	0.823161	0.825072	-0.101060
Cp4.1LG06	5801166	0.574092	0.605753	-0.031662	2.350235	0.093725	0.519699	-0.387034	1640	172	60	0.593023	0.558140	0.401163	0.436047	0.666667	0.600000	0.350000	0.400000	0.191473	0.111628	-0.205039	-0.129070	8.003699	3.723057	0.211240	0.144961	1.749258	0.823161	0.825072	-0.101060
Cp4.1LG06	5901166	0.569802	0.604728	-0.034926	2.361213	0.094146	0.522235	-0.385094	1538	174	60	0.591954	0.557471	0.396552	0.436782	0.666667	0.616667	0.333333	0.400000	0.179310	0.111494	-0.194827	-0.127586	6.508697	3.717282	0.191380	0.144253	1.429038	0.824196	0.504188	-0.100692
Cp4.1LG06	6001166	0.565770	0.603747	-0.037977	2.375520	0.094577	0.525559	-0.382411	1541	174	61	0.591954	0.557471	0.396552	0.436782	0.655738	0.606557	0.344262	0.393443	0.182118	0.122103	-0.210005	-0.123798	7.816572	3.773175	0.208310	0.144244	1.718373	0.837088	0.790858	-0.090444
Cp4.1LG06	6101166	0.562149	0.603001	-0.040853	2.394709	0.095018	0.530058	-0.378585	1476	174	61	0.591954	0.557471	0.396552	0.436782	0.655738	0.606557	0.344262	0.393443	0.182118	0.122103	-0.210005	-0.123798	7.816572	3.773175	0.208310	0.144244	1.718373	0.837088	0.790858	-0.090444
Cp4.1LG06	6201166	0.558557	0.602504	-0.043947	2.421010	0.095509	0.536245	-0.373097	1465	175	62	0.588571	0.560000	0.400000	0.434286	0.661290	0.612903	0.354839	0.403226	0.186359	0.114101	-0.200461	-0.128203	7.332525	3.599241	0.200461	0.140645	1.610788	0.789400	0.680382	-0.140951
Cp4.1LG06	6301166	0.554667	0.602235	-0.047568	2.453135	0.096068	0.543782	-0.366364	1416	173	62	0.589595	0.560694	0.393064	0.439306	0.661290	0.612903	0.338710	0.403226	0.184877	0.112437	-0.207067	-0.128566	7.804243	4.048173	0.207067	0.149263	1.713768	0.893491	0.784014	-0.036254
Cp4.1LG06	6401166	0.549803	0.601974	-0.052171	2.491526	0.096768	0.552752	-0.358521	1280	174	62	0.591954	0.551724	0.402299	0.436782	0.661290	0.612903	0.338710	0.403226	0.165925	0.116240	-0.210789	-0.127734	8.221044	3.852573	0.210789	0.145161	1.817566	0.852867	0.887372	-0.077229
Cp4.1LG06	6501166	0.542939	0.601209	-0.058270	2.545680	0.097832	0.565274	-0.347701	1166	177	63	0.593220	0.553672	0.406780	0.435028	0.666667	0.603175	0.349206	0.396825	0.180791	0.116223	-0.223837	-0.120528	9.427133	3.609374	0.223837	0.139898	2.082291	0.794231	1.148581	-0.139317
Cp4.1LG06	6601166	0.533368	0.599229	-0.065861	2.632227	0.099508	0.584979	-0.330689	1057	180	63	0.588889	0.555556	0.405556	0.438889	0.650794	0.603175	0.349206	0.396825	0.188889	0.111112	-0.184921	-0.123016	7.515484	3.493036	0.200794	0.137302	1.654498	0.766932	0.719936	-0.167551
Cp4.1LG06	6701166	0.521273	0.595595	-0.074322	2.769973	0.101842	0.615888	-0.304222	918	173	64	0.589595	0.560694	0.398844	0.433526	0.640625	0.609375	0.312500	0.390625	0.190390	0.115697	-0.177565	-0.124910	7.706389	3.616474	0.201951	0.139451	1.703188	0.798351	0.768340	-0.136389
Cp4.1LG06	6801166	0.508000	0.590748	-0.082748	2.966514	0.104639	0.659517	-0.267511	789	175	65	0.588571	0.560000	0.400000	0.440000	0.676923	0.600000	0.353846	0.400000	0.170109	0.114286	-0.208352	-0.133186	8.278479	4.260927	0.208352	0.149451	1.826003	0.934145	0.888074	-0.003663
Cp4.1LG06	6901166	0.495953	0.586204	-0.090251	3.233789	0.107829	0.718529	-0.218739	598	170	67	0.600000	0.558824	0.400000	0.435294	0.656716	0.597015	0.328358	0.388060	0.215101	0.123705	-0.173925	-0.121422	9.143694	3.962269	0.218262	0.144074	2.008187	0.870456	1.067334	-0.070339
Cp4.1LG06	7001166	0.488550	0.584436	-0.095886	3.564498	0.111074	0.791465	-0.160107	488	175	69	0.605714	0.560000	0.405714	0.434286	0.666667	0.608696	0.347826	0.391304	0.193788	0.118675	-0.183188	-0.123395	7.921975	4.172339	0.200331	0.145011	1.738110	0.911124	0.790975	-0.035956
Cp4.1LG06	7101166	0.488332	0.587764	-0.099432	3.882734	0.113279	0.861221	-0.107611	509	187	70	0.593583	0.561497	0.390374	0.433155	0.657143	0.600000	0.342857	0.400000	0.186555	0.116884	-0.200841	-0.122231	8.948585	4.075780	0.209702	0.141864	1.965113	0.893641	1.011741	-0.059667
Cp4.1LG06	7201166	0.493445	0.593326	-0.099881	4.098657	0.113866	0.907139	-0.075461	445	187	71	0.577540	0.556150	0.401070	0.433155	0.647887	0.605634	0.352113	0.408451	0.163215	0.104918	-0.175868	-0.114182	7.558431	3.598212	0.191911	0.132184	1.657832	0.785707	0.702273	-0.169801
Cp4.1LG06	7301166	0.493625	0.593273	-0.099648	4.272928	0.115060	0.942802	-0.043553	311	203	75	0.591133	0.556650	0.399015	0.438424	0.653333	0.600000	0.360000	0.413333	0.164204	0.106798	-0.185353	-0.123613	8.360598	3.930095	0.195205	0.134056	1.837951	0.866233	0.868940	-0.102740
Cp4.1LG06	7401166	0.486887	0.587467	-0.100579	4.436419	0.117481	0.976282	-0.006222	302	205	76	0.580488	0.551220	0.395122	0.439024	0.631579	0.592105	0.355263	0.407895	0.151604	0.105328	-0.165212	-0.112130	6.731958	3.699969	0.174519	0.129140	1.476795	0.816402	0.505172	-0.155229
Cp4.1LG06	7501166	0.478224	0.580214	-0.101990	4.554017	0.119940	1.000441	0.024803	284	211	77	0.587678	0.554502	0.412322	0.440758	0.649351	0.597403	0.350649	0.402597	0.167354	0.102050	-0.167170	-0.115222	7.415534	4.116908	0.181388	0.135225	1.628562	0.906537	0.653186	-0.068821
Cp4.1LG06	7601166	0.470760	0.574001	-0.103241	4.633844	0.121860	1.017041	0.048097	285	211	77	0.587678	0.554502	0.412322	0.440758	0.649351	0.597403	0.350649	0.402597	0.167354	0.102050	-0.167170	-0.115222	7.415534	4.116908	0.181388	0.135225	1.628562	0.906537	0.653186	-0.068821
Cp4.1LG06	7701166	0.464843	0.569043	-0.104200	4.700302	0.123260	1.031372	0.068204	260	212	78	0.589623	0.556604	0.410377	0.438679	0.641026	0.589744	0.358974	0.410256	0.157838	0.096517	-0.178762	-0.105225	7.288048	3.573711	0.178762	0.125424	1.601393	0.781535	0.623705	-0.196091
Cp4.1LG06	7801166	0.460019	0.564835	-0.104817	4.757135	0.124253	1.043934	0.085878	269	212	78	0.589623	0.556604	0.410377	0.438679	0.641026	0.589744	0.358974	0.410256	0.157838	0.096517	-0.178762	-0.105225	7.288048	3.573711	0.178762	0.125424	1.601393	0.781535	0.623705	-0.196091
Cp4.1LG06	7901166	0.456020	0.561112	-0.105093	4.797841	0.124925	1.053049	0.099534	268	209	77	0.578947	0.555024	0.397129	0.440191	0.662338	0.610390	0.337662	0.415584	0.156528	0.101162	-0.170199	-0.118934	6.868798	3.654766	0.174983	0.127136	1.505359	0.810080	0.530560	-0.164772
Cp4.1LG06	8001166	0.452579	0.557640	-0.105061	4.818685	0.125359	1.057793	0.108151	269	209	78	0.588517	0.559809	0.416268	0.435407	0.653846	0.602564	0.346154	0.410256	0.159305	0.104773	-0.178444	-0.114526	7.399132	3.563046	0.178812	0.125629	1.627725	0.781836	0.650855	-0.194970
Cp4.1LG06	8101166	0.449403	0.554049	-0.104646	4.817726	0.125511	1.057671	0.111058	279	206	77	0.587379	0.553398	0.407767	0.436893	0.636364	0.597403	0.363636	0.415584	0.175073	0.103833	-0.171795	-0.111966	7.259827	3.567126	0.180053	0.126529	1.594619	0.783569	0.620642	-0.190368
Cp4.1LG06	8201166	0.445888	0.549782	-0.103893	4.795397	0.125417	1.052801	0.109092	330	188	70	0.606383	0.558511	0.404255	0.436170	0.642857	0.600000	0.342857	0.400000	0.169149	0.112006	-0.170820	-0.120973	8.262056	3.799870	0.201368	0.135866	1.815255	0.835104	0.861572	-0.118503
Cp4.1LG06	8301166	0.442481	0.544619	-0.102138	4.731091	0.124864	1.038807	0.099145	359	202	70	0.579208	0.554455	0.405941	0.440594	0.642857	0.600000	0.371429	0.400000	0.158274	0.102828	-0.174257	-0.121499	6.944095	3.504697	0.183026	0.130268	1.525015	0.768933	0.567248	-0.188791
Cp4.1LG06	8401166	0.440345	0.538731	-0.098385	4.618509	0.123757	1.014288	0.079662	451	187	67	0.593583	0.556150	0.401070	0.438503	0.656716	0.611940	0.343284	0.402985	0.186128	0.112619	-0.198819	-0.127545	8.016258	3.977492	0.201054	0.142470	1.767295	0.873595	0.820775	-0.072825
Cp4.1LG06	8501166	0.439897	0.531895	-0.091999	4.441723	0.121946	0.975684	0.047227	519	195	66	0.600000	0.558974	0.405128	0.446154	0.681818	0.606061	0.348485	0.393939	0.170164	0.113753	-0.210489	-0.124010	9.206256	4.092322	0.215618	0.144289	2.017184	0.900178	1.070789	-0.046206
Cp4.1LG06	8601166	0.441412	0.523678	-0.082266	4.180969	0.118822	0.918694	-0.003024	516	193	66	0.595855	0.559585	0.398964	0.435233	0.636364	0.606061	0.318182	0.409091	0.184409	0.110222	-0.191160	-0.119799	8.376339	3.536604	0.204742	0.134558	1.851565	0.778454	0.905617	-0.167348
Cp4.1LG06	8701166	0.444476	0.514724	-0.070248	3.875228	0.114467	0.852105	-0.064266	598	199	70	0.587940	0.552764	0.402010	0.437186	0.642857	0.600000	0.357143	0.400000	0.172075	0.110194	-0.182125	-0.119168	7.875630	3.861094	0.194831	0.136899	1.733359	0.850060	0.776392	-0.106850
Cp4.1LG06	8801166	0.448614	0.506178	-0.057564	3.671415	0.109599	0.809115	-0.105848	686	206	73	0.582524	0.553398	0.422330	0.441748	0.657534	0.602740	0.356164	0.410959	0.160127	0.107063	-0.174690	-0.113845	6.795505	3.647766	0.177284	0.130137	1.484362	0.805117	0.518849	-0.160432
Cp4.1LG06	8901166	0.457863	0.504195	-0.046332	3.693609	0.105165	0.817888	-0.101581	720	202	70	0.579208	0.554455	0.405941	0.440594	0.642857	0.600000	0.371429	0.400000	0.158274	0.102828	-0.174257	-0.121499	6.944095	3.504697	0.183026	0.130268	1.525015	0.768933	0.567248	-0.188791
Cp4.1LG06	9001166	0.470072	0.508875	-0.038803	3.869444	0.102118	0.861204	-0.066021	712	200	70	0.585000	0.555000	0.410000	0.440000	0.657143	0.600000	0.342857	0.414286	0.175000	0.111429	-0.189286	-0.125000	7.704126	4.193222	0.192857	0.142143	1.693321	0.915681	0.736092	-0.041475
Cp4.1LG06	9101166	0.481047	0.515769	-0.034722	4.067730	0.100510	0.908684	-0.025738	695	200	71	0.590000	0.560000	0.410000	0.440000	0.676056	0.605634	0.352113	0.394366	0.166549	0.109296	-0.198803	-0.115634	8.266885	3.787829	0.198803	0.134718	1.814429	0.834637	0.854954	-0.124816
Cp4.1LG06	9201166	0.489328	0.521391	-0.032063	4.203457	0.099480	0.941290	0.001689	832	196	69	0.596939	0.551020	0.403061	0.433673	0.652174	0.594203	0.347826	0.405797	0.177684	0.106847	-0.180938	-0.118900	7.977462	3.567003	0.197279	0.131766	1.757541	0.790523	0.803701	-0.163289
Cp4.1LG06	9301166	0.493031	0.523399	-0.030368	4.244503	0.098707	0.951761	0.009470	954	193	68	0.595855	0.559585	0.404145	0.440415	0.647059	0.602941	0.367647	0.411765	0.150488	0.107208	-0.172051	-0.115894	6.197135	3.450223	0.175556	0.131438	1.365230	0.759118	0.414612	-0.191446
Cp4.1LG06	9401166	0.491017	0.520466	-0.029450	4.198576	0.098211	0.941793	-0.000581	957	193	68	0.595855	0.559585	0.404145	0.440415	0.647059	0.602941	0.367647	0.411765	0.150488	0.107208	-0.172051	-0.115894	6.197135	3.450223	0.175556	0.131438	1.365230	0.759118	0.414612	-0.191446
Cp4.1LG06	9501166	0.485603	0.514544	-0.028941	4.112525	0.097922	0.922252	-0.018669	1025	192	68	0.588542	0.562500	0.401042	0.437500	0.661765	0.602941	0.352941	0.411765	0.169730	0.108456	-0.181679	-0.126532	7.605195	3.762483	0.194853	0.136642	1.670157	0.832768	0.719848	-0.117553
Cp4.1LG06	9601166	0.479072	0.507816	-0.028745	4.023576	0.097724	0.901861	-0.037287	1068	191	67	0.586387	0.554974	0.408377	0.439791	0.656716	0.597015	0.343284	0.402985	0.170587	0.107994	-0.197547	-0.123466	7.720195	3.619750	0.197547	0.135500	1.694362	0.797263	0.746708	-0.150366
Cp4.1LG06	9701166	0.472348	0.501343	-0.028995	3.948154	0.097560	0.884476	-0.053157	1067	191	67	0.586387	0.554974	0.408377	0.439791	0.656716	0.597015	0.343284	0.402985	0.170587	0.107994	-0.197547	-0.123466	7.720195	3.619750	0.197547	0.135500	1.694362	0.797263	0.746708	-0.150366
Cp4.1LG06	9801166	0.466379	0.496033	-0.029654	3.891056	0.097391	0.871282	-0.065311	1054	191	67	0.586387	0.554974	0.408377	0.439791	0.656716	0.597015	0.343284	0.402985	0.170587	0.107994	-0.197547	-0.123466	7.720195	3.619750	0.197547	0.135500	1.694362	0.797263	0.746708	-0.150366
Cp4.1LG06	9901166	0.461213	0.491830	-0.030617	3.842578	0.097226	0.860087	-0.075713	1049	191	67	0.586387	0.554974	0.408377	0.439791	0.656716	0.597015	0.343284	0.402985	0.170587	0.107994	-0.197547	-0.123466	7.720195	3.619750	0.197547	0.135500	1.694362	0.797263	0.746708	-0.150366
Cp4.1LG06	10001166	0.456278	0.488144	-0.031866	3.786868	0.097136	0.847191	-0.087579	1044	191	67	0.586387	0.554974	0.408377	0.439791	0.656716	0.597015	0.343284	0.402985	0.170587	0.107994	-0.197547	-0.123466	7.720195	3.619750	0.197547	0.135500	1.694362	0.797263	0.746708	-0.150366
Cp4.1LG06	10101166	0.450824	0.484197	-0.033373	3.704850	0.097181	0.828126	-0.104866	1027	191	67	0.586387	0.554974	0.408377	0.439791	0.656716	0.597015	0.343284	0.402985	0.170587	0.107994	-0.197547	-0.123466	7.720195	3.619750	0.197547	0.135500	1.694362	0.797263	0.746708	-0.150366
Cp4.1LG06	10201166	0.443927	0.479054	-0.035127	3.582496	0.097425	0.799539	-0.130536	971	196	68	0.586735	0.556122	0.413265	0.438776	0.647059	0.602941	0.352941	0.397059	0.177671	0.105943	-0.183974	-0.125151	7.252723	3.856161	0.189676	0.138655	1.588294	0.847726	0.636858	-0.103703
Cp4.1LG06	10301166	0.434958	0.472015	-0.037057	3.412631	0.097815	0.759774	-0.165966	940	190	68	0.594737	0.557895	0.405263	0.436842	0.632353	0.602941	0.352941	0.411765	0.171362	0.104024	-0.178638	-0.115634	6.909700	3.440014	0.186068	0.131424	1.516041	0.753650	0.566343	-0.196007
Cp4.1LG06	10401166	0.424150	0.463174	-0.039024	3.210632	0.098221	0.712424	-0.208004	847	197	69	0.583756	0.558376	0.411168	0.441624	0.652174	0.594203	0.347826	0.405797	0.193114	0.107629	-0.175752	-0.121386	8.209191	3.791070	0.200397	0.136615	1.805389	0.834156	0.851285	-0.119890
Cp4.1LG06	10501166	0.412441	0.453357	-0.040916	3.018242	0.098551	0.667188	-0.248043	763	192	70	0.593750	0.552083	0.406250	0.437500	0.657143	0.600000	0.342857	0.414286	0.175446	0.112946	-0.180654	-0.123363	7.636109	4.261467	0.192262	0.144346	1.683673	0.937794	0.728725	-0.017090
Cp4.1LG06	10601166	0.401889	0.444614	-0.042725	2.889207	0.098788	0.636537	-0.274759	752	192	70	0.593750	0.552083	0.406250	0.437500	0.657143	0.600000	0.342857	0.414286	0.175446	0.112946	-0.180654	-0.123363	7.636109	4.261467	0.192262	0.144346	1.683673	0.937794	0.728725	-0.017090
Cp4.1LG10	29886	0.556044	0.407797	0.148248	6.193158	0.160754	1.361021	0.465487	555	144	58	0.604167	0.569444	0.402778	0.430556	0.655172	0.603448	0.327586	0.396552	0.186542	0.113985	-0.196839	-0.134818	6.642609	3.629577	0.200431	0.148707	1.457364	0.798960	0.548923	-0.109487
Cp4.1LG10	129886	0.555413	0.411039	0.144374	5.875106	0.156933	1.291088	0.395901	622	152	58	0.611842	0.565789	0.388158	0.434211	0.672414	0.603448	0.327586	0.396552	0.186479	0.119102	-0.219374	-0.131352	8.183062	4.049910	0.220055	0.155172	1.802257	0.897854	0.890461	-0.013932
Cp4.1LG10	229886	0.553037	0.412990	0.140047	5.592127	0.153271	1.228932	0.334599	865	158	58	0.601266	0.563291	0.398734	0.436709	0.672414	0.620690	0.310345	0.396552	0.192056	0.127019	-0.189655	-0.125273	6.842796	3.658110	0.200568	0.146661	1.506117	0.799222	0.592075	-0.114737
Cp4.1LG10	329886	0.549018	0.415122	0.133896	5.295176	0.149165	1.163704	0.270060	1084	158	58	0.601266	0.563291	0.398734	0.436709	0.672414	0.620690	0.310345	0.396552	0.192056	0.127019	-0.189655	-0.125273	6.842796	3.658110	0.200568	0.146661	1.506117	0.799222	0.592075	-0.114737
Cp4.1LG10	429886	0.544294	0.418000	0.126294	4.983763	0.144638	1.095277	0.201825	1259	154	58	0.603896	0.564935	0.389610	0.428571	0.672414	0.620690	0.310345	0.396552	0.194133	0.120914	-0.204882	-0.135916	8.377285	3.924772	0.222123	0.153158	1.851750	0.865820	0.939108	-0.046691
Cp4.1LG10	529886	0.539789	0.421144	0.118645	4.697962	0.140390	1.032539	0.139060	1467	155	58	0.593548	0.561290	0.400000	0.432258	0.672414	0.620690	0.327586	0.396552	0.179978	0.126029	-0.214461	-0.138932	7.994808	4.197749	0.214461	0.158287	1.775872	0.923239	0.862752	0.010365
Cp4.1LG10	629886	0.536216	0.424014	0.112201	4.472688	0.137018	0.983304	0.089886	1808	152	58	0.611842	0.565789	0.388158	0.434211	0.672414	0.603448	0.327586	0.396552	0.186479	0.119102	-0.219374	-0.131352	8.183062	4.049910	0.220055	0.155172	1.802257	0.897854	0.890461	-0.013932
Cp4.1LG10	729886	0.533302	0.426279	0.107024	4.301318	0.134380	0.946011	0.052694	2026	154	58	0.603896	0.564935	0.389610	0.428571	0.672414	0.620690	0.310345	0.396552	0.194133	0.120914	-0.204882	-0.135916	8.377285	3.924772	0.222123	0.153158	1.851750	0.865820	0.939108	-0.046691
Cp4.1LG10	829886	0.530637	0.427959	0.102678	4.161299	0.132073	0.915554	0.022251	2261	153	58	0.594771	0.562092	0.405229	0.437908	0.672414	0.603448	0.327586	0.396552	0.176246	0.119788	-0.208362	-0.130494	7.321855	3.551805	0.208362	0.145932	1.617248	0.782154	0.705033	-0.129951
Cp4.1LG10	929886	0.528036	0.429157	0.098879	4.038003	0.129921	0.888672	-0.004635	2493	150	58	0.606667	0.566667	0.386667	0.433333	0.689655	0.620690	0.344828	0.396552	0.183448	0.107816	-0.216322	-0.137241	7.565679	4.080146	0.212414	0.156781	1.670607	0.897637	0.759575	-0.013286
Cp4.1LG10	1029886	0.525317	0.430187	0.095130	3.923211	0.127859	0.863581	-0.029676	2749	149	58	0.604027	0.563758	0.389262	0.429530	0.655172	0.603448	0.344828	0.396552	0.192085	0.119302	-0.216964	-0.134575	7.997925	3.644664	0.216964	0.147998	1.772388	0.806701	0.861676	-0.103858
Cp4.1LG10	1129886	0.522482	0.431281	0.091201	3.814229	0.125860	0.839762	-0.053470	2977	150	58	0.606667	0.566667	0.386667	0.433333	0.689655	0.620690	0.344828	0.396552	0.183448	0.107816	-0.216322	-0.137241	7.565679	4.080146	0.212414	0.156781	1.670607	0.897637	0.759575	-0.013286
Cp4.1LG10	1229886	0.519695	0.432461	0.087234	3.714653	0.123966	0.818050	-0.075289	3207	149	58	0.604027	0.563758	0.389262	0.429530	0.655172	0.603448	0.344828	0.396552	0.192085	0.119302	-0.216964	-0.134575	7.997925	3.644664	0.216964	0.147998	1.772388	0.806701	0.861676	-0.103858
Cp4.1LG10	1329886	0.517104	0.433583	0.083520	3.629200	0.122294	0.799466	-0.094047	3479	151	58	0.596026	0.562914	0.384106	0.423841	0.655172	0.603448	0.344828	0.396552	0.180977	0.125257	-0.202101	-0.137246	7.020074	4.040022	0.204841	0.155743	1.548040	0.886739	0.636641	-0.024568
Cp4.1LG10	1429886	0.514950	0.434512	0.080438	3.563086	0.120974	0.785116	-0.108619	3674	149	58	0.604027	0.563758	0.389262	0.429530	0.655172	0.603448	0.344828	0.396552	0.192085	0.119302	-0.216964	-0.134575	7.997925	3.644664	0.216964	0.147998	1.772388	0.806701	0.861676	-0.103858
Cp4.1LG10	1529886	0.513483	0.435250	0.078232	3.519176	0.120081	0.775589	-0.118435	3922	150	58	0.606667	0.566667	0.386667	0.433333	0.689655	0.620690	0.344828	0.396552	0.183448	0.107816	-0.216322	-0.137241	7.565679	4.080146	0.212414	0.156781	1.670607	0.897637	0.759575	-0.013286
Cp4.1LG10	1629886	0.512656	0.435899	0.076757	3.492463	0.119513	0.769782	-0.124557	4116	150	58	0.606667	0.566667	0.386667	0.433333	0.689655	0.620690	0.344828	0.396552	0.183448	0.107816	-0.216322	-0.137241	7.565679	4.080146	0.212414	0.156781	1.670607	0.897637	0.759575	-0.013286
Cp4.1LG10	1729886	0.512276	0.436485	0.075791	3.479249	0.119152	0.766887	-0.127712	4246	152	58	0.611842	0.565789	0.388158	0.434211	0.672414	0.603448	0.327586	0.396552	0.186479	0.119102	-0.219374	-0.131352	8.183062	4.049910	0.220055	0.155172	1.802257	0.897854	0.890461	-0.013932
Cp4.1LG10	1829886	0.512207	0.436937	0.075270	3.479695	0.118972	0.766946	-0.127840	4383	152	58	0.611842	0.565789	0.388158	0.434211	0.672414	0.603448	0.327586	0.396552	0.186479	0.119102	-0.219374	-0.131352	8.183062	4.049910	0.220055	0.155172	1.802257	0.897854	0.890461	-0.013932
